"","000002.SZ.Adjusted"
"1",NA
"2",-0.00708887048679596
"3",0.0241416301905395
"4",0.0483298876021903
"5",0.0347739121067709
"6",-0.00417652027582038
"7",-0.00475465473733117
"8",-0.0152543623403281
"9",0.011884605747039
"10",0.0424072549343473
"11",0.0805195361024853
"12",-0.0107540842384015
"13",-0.000251527326757373
"14",-0.00858811445215224
"15",0.00278658927557585
"16",0.036024287478114
"17",0.00365360028082007
"18",-0.0228707510171988
"19",-0.00398805053434836
"20",-0.037404133823411
"21",-0.0590053886035617
"22",0.0324702461033373
"23",-0.00159865038391915
"24",-0.00320522812279611
"25",-0.0104881982739164
"26",-0.0321411844748982
"27",-0.082605076333008
"28",-0.00699831151877595
"29",-0.0462437553678678
"30",0.0199467861307361
"31",0.0256860429193551
"32",0.0133537278772184
"33",0.0158520134096705
"34",0.0298181374373607
"35",-0.015675264188395
"36",-0.0381679736005043
"37",-0.0060976965231978
"38",-0.00890803884227953
"39",-0.00401917457642975
"40",-0.003102587298764
"41",0.0452619497179474
"42",-0.0231344524772763
"43",0.0222430439520864
"44",-0.00536510221429332
"45",-0.0254251248121315
"46",-0.00430100594118121
"47",0.00675049249232185
"48",-0.00122395896831229
"49",-0.000918919001207552
"50",-0.0327081336393418
"51",-0.00762871818867117
"52",0.0101587696867376
"53",-0.0152771905735092
"54",-0.00353412138241405
"55",-0.0241054762724544
"56",0.0224949520640978
"57",0.00994387119880757
"58",0.086479268678286
"59",-0.0257982519741029
"60",0.00598981527840703
"61",0.00446883356896155
"62",-0.025287278645981
"63",-0.0366386121064188
"64",0.0175553495596423
"65",0.0132738177190914
"66",-0.0235816621041502
"67",-0.0190180147297574
"68",-0.0398224586401876
"69",-0.00366974672294695
"70",0.00400272036699079
"71",0.00630485719426899
"72",-0.00264981765527716
"73",-0.00799206924464446
"74",0.0335337734668189
"75",-0.0265370872764605
"76",-0.0552854600818287
"77",-0.0035149700726147
"78",-0.025678954549774
"79",-0.0127252116107885
"80",-0.0154870100157636
"81",0.0173149059173827
"82",0.0467358473640638
"83",-0.0172266419110096
"84",-0.0046206279995511
"85",-0.00464199713966895
"86",0
"87",-0.00682357962601676
"88",-0.0189165368878399
"89",-0.0162906196576493
"90",0.0133482699259178
"91",-0.00295090852525792
"92",-0.0130136709452109
"93",0.00298946211071449
"94",-0.00561271878407776
"95",-0.00980395970691816
"96",0.00415951812854587
"97",-0.0345523122984717
"98",-0.0382211667750787
"99",0.0378304755018006
"100",0.0158949134996766
"101",0.0487901292806705
"102",0.0069355446814332
"103",-0.0183558568579945
"104",0.0147115906531368
"105",-0.0251399313554854
"106",0.0222147947039844
"107",0.0145404581860444
"108",-0.00252925450522445
"109",-0.00981646753729759
"110",0.0223996504272179
"111",-0.0323134784675077
"112",-0.00517943297676959
"113",0.0281604249121807
"114",0.0132548584315546
"115",-0.0590023595387805
"116",-0.0365213766576145
"117",-0.0530670529541206
"118",-0.0141375988583641
"119",0.0297052244565612
"120",-0.0759859429389289
"121",0.0268298607375104
"122",-0.0180961115360012
"123",0.00217154632714012
"124",0.00691737012112803
"125",0.0338872225011526
"126",0.00581396026088354
"127",-0.0285613429732967
"128",0.0160611740808458
"129",-0.00546559709333128
"130",-0.0243237416837361
"131",-0.00737056142307058
"132",-0.0224431515237584
"133",0.00930225321523892
"134",0.0200793636685339
"135",0.0260197616362263
"136",0.0261806197561003
"137",-0.00823734440649648
"138",-0.0196288624524303
"139",-0.0165855891385598
"140",-0.0060215136205608
"141",0.0060215136205608
"142",-0.0424850298020867
"143",-0.0443704038783461
"144",-0.0141310822236984
"145",-0.0104913782225866
"146",0.0468249862897636
"147",-0.0166054311709889
"148",0.0445730641109017
"149",0.0306637612764806
"150",-0.00605799201286805
"151",-0.0317486732127672
"152",-0.000896486242544015
"153",0.0186588846007303
"154",-0.00132131053747653
"155",0.0286727766694876
"156",0.0236997104290642
"157",0.000418090049603581
"158",-0.00872588514953598
"159",-0.00175436077462887
"160",0.0484137635596569
"161",-0.00125556496139101
"162",0.00125556496139101
"163",-0.0172964273778566
"164",0.0231346024960133
"165",-0.0210091881797574
"166",0.0366860716299877
"167",-0.0426485237798682
"168",-0.0259642865863494
"169",0.0173841188902308
"170",0.0107136523292954
"171",-0.00512823409195384
"172",-0.0199054514615713
"173",0.00956949949495067
"174",0.00947869903288856
"175",-0.021235825469291
"176",0.00741874127844033
"177",0.0496178975645751
"178",-0.00664173276707514
"179",0.0719040752184448
"180",-0.0460033249672951
"181",0.0012167304409183
"182",-0.00895767224889177
"183",-0.00615386448534938
"184",-0.0971637792465048
"185",-0.0104856166466099
"186",-0.00321317610697136
"187",-0.0384303197884415
"188",0.040726449148663
"189",-0.0152533360392715
"190",-0.0216580358571417
"191",0.00994552489024558
"192",-0.0301384832346212
"193",0.0460341177749655
"194",0.0567976953601739
"195",-0.030251504451273
"196",0.0196787306679864
"197",0.039510224700785
"198",0.0135308014975002
"199",-0.043345095377187
"200",0.0382925266927474
"201",0.0225385025487848
"202",0.00781086443401158
"203",0.0081567530567086
"204",-0.0238400169926147
"205",0.0041510007516945
"206",-0.0120860026617646
"207",0.00585295462196367
"208",-0.0185113497659155
"209",0.0139154481002097
"210",0.00250951041077307
"211",0.00873364236574048
"212",0.00947873932068166
"213",0.016273734833363
"214",0.0469051478314597
"215",-0.0123984409125897
"216",0.0147062250297787
"217",-0.0154862869943986
"218",-0.0288956578075723
"219",0.0115792901089051
"220",-0.00957325740872639
"221",0.0365965808154796
"222",-0.0230613681719252
"223",0.00591371897253934
"224",0.0113348487273592
"225",-0.0235952698014961
"226",0.00674198876524423
"227",-0.00793656267158571
"228",0.00951631888755156
"229",-0.0135083252057893
"230",0.0380661976672254
"231",0.0145262852741062
"232",0.0280654476127173
"233",-0.0238995837263634
"234",0.00226501437619397
"235",-0.039220722912412
"236",-0.00471704856366317
"237",-0.00315702073798096
"238",-0.0423877715828933
"239",-0.0153753745017227
"240",0.00376184046106909
"241",-0.0071174995824439
"242",-0.015241576612103
"243",0.0160815929219518
"244",0.00335284621482801
"245",0.00708782465005964
"246",0.035105662525508
"247",0.00480186016339434
"248",-0.00199797364747134
"249",0.0131136200554747
"250",-0.00872320659591308
"251",0.00753815553026183
"252",-0.0111288573383779
"253",0.00557988859198133
"254",0.010280855005508
"255",-0.0178611583605566
"256",0.0311478110943089
"257",-0.00427935122805145
"258",-0.00979433932899987
"259",-0.00354967535494133
"260",0.0039432504754795
"261",0.0267925453382576
"262",-0.00153372024508913
"263",0.030980939647749
"264",0.0122020185627543
"265",0.0196512756148324
"266",-0.002525750507822
"267",-0.000361331698848666
"268",-0.00980583394295653
"269",0.0134134056132638
"270",-0.0119545586630228
"271",-0.032972055140132
"272",0.0241873142399123
"273",-0.00626964069131786
"274",0.0219547347659024
"275",-0.0249187943684328
"276",0.000741788981359015
"277",0.051311789081204
"278",-0.0213606074731851
"279",0.00788526911339904
"280",-0.000714352400898566
"281",0.0194594072024179
"282",0.0398404450572971
"283",0.00804832423285973
"284",-0.015483413273838
"285",-0.0313548426280077
"286",-0.0418142136487805
"287",0.00182324603625794
"288",0
"289",0.0130294667261173
"290",-0.0126652396495084
"291",0.0219709807583239
"292",0.0452724079831395
"293",-0.00751894408971587
"294",0.01295192501094
"295",0.000676928704460344
"296",-0.012257527630898
"297",-0.0359236573020287
"298",0.00460590150983187
"299",0.0230618583649926
"300",-0.00519489040680687
"301",0.0645384883741693
"302",0.043007098923701
"303",-0.00249762341626703
"304",0.0155090703298737
"305",-0.00834501661984843
"306",-0.0213308576982998
"307",0.0596916595316679
"308",-0.0214346985281613
"309",-0.0287901830011594
"310",-0.0238370985702159
"311",-0.00483637800646575
"312",0.0223722821781704
"313",-0.0210803111451985
"314",-0.00907908281688785
"315",0.0250896458124079
"316",-0.0646231420063712
"317",0
"318",0.00304516436286706
"319",-0.00711999666558105
"320",-0.0106037845121061
"321",-0.0705168973024026
"322",0.0319561687064138
"323",-0.0213119100337069
"324",-0.01360065081579
"325",0.0366980463563427
"326",0.000713294840579692
"327",-0.0161728945565525
"328",0.0151027421657237
"329",0.00391810137643755
"330",-0.0277545139143132
"331",-0.00366169210691059
"332",0.00949264518683268
"333",-0.0058309530799221
"334",-0.0236697580108296
"335",0.00373543465367732
"336",0.00668905141170262
"337",0.0227033460661463
"338",-0.0167948759102545
"339",-0.00887578817949342
"340",-0.0082059000016379
"341",-0.00978561057836558
"342",-0.0053090392938997
"343",0.0273784258375249
"344",0.00332409408972856
"345",0.0251241533139432
"346",0.0185256832099507
"347",-0.0117168629264075
"348",-0.00608988469274374
"349",0.00358679086477531
"350",-0.000716360616047851
"351",-0.00755260207764019
"352",0.00108235290493397
"353",0.0256334654937946
"354",-0.00493321764573418
"355",-0.0063783839988103
"356",-0.00892706069989835
"357",-0.00323325623299686
"358",0.00179752670270483
"359",-0.00107819028588052
"360",0.0287101464883688
"361",0.00835077005216478
"362",0.0106841865708422
"363",0.0129429556062637
"364",-0.00338978443557414
"365",-0.0102390692798262
"366",0
"367",0.000685898109136662
"368",0.00137038646100507
"369",0.0149509381210766
"370",0.0117353025907505
"371",0.00199793773003742
"372",0.00232600672778371
"373",-0.00132844318332515
"374",0.0203954309737604
"375",0.0126195451507098
"376",-0.0360104773989662
"377",-0.00100055772505669
"378",0.00366363642596657
"379",-0.00399731827134353
"380",-0.00871605815838317
"381",0.00403224095339105
"382",-0.0361937642868702
"383",-0.0118924254092052
"384",-0.0145315511161321
"385",-0.0363544016972419
"386",0.000370159334206921
"387",0.012504776268218
"388",0.0105435602620716
"389",-0.0131052808891177
"390",0.0174359468761769
"391",-0.0159713819711387
"392",-0.00734488547155632
"393",0.00973215559702512
"394",-0.00228046333492538
"395",0.0225742448925192
"396",0.0107309722088944
"397",0.00806449684759736
"398",-0.00843263032515829
"399",-0.00739104247422206
"400",-0.0190980895284301
"401",0.00264302008005135
"402",0.00113050426538885
"403",-0.0220877370658523
"404",-0.00656752096501512
"405",0.00348234216327192
"406",-0.00736577526230286
"407",0.0381725481199999
"408",0
"409",0.00709087944317943
"410",0.00667167207503061
"411",0.00626032706348045
"412",-0.0121885174760434
"413",0.0318184123240548
"414",-0.020731861523303
"415",-0.0144365992853208
"416",0.00446429330088716
"417",-0.00782564113375805
"418",0.00261537036335024
