"","000002.SZ.Adjusted"
"419",-0.024552724080189
"420",-0.000765177152473484
"421",-0.00421847412505327
"422",0.00765695242460573
"423",-0.00842595394152745
"424",-0.00385358286546156
"425",0.0176048338723178
"426",0.0165541258677813
"427",-0.00673903577449231
"428",0.0071120360589636
"429",0.0114966010630142
"430",-0.0129896700924492
"431",0.0111442851116164
"432",0.0102904002297666
"433",-0.0143622435550883
"434",0.0249097391251683
"435",-0.0101818811368588
"436",-0.0214267653970053
"437",-0.00449102557055392
"438",0.0115607200319747
"439",-0.00334258330983639
"440",-0.0078431780684749
"441",-0.000750174671783732
"442",-0.00451290459172649
"443",0.0112444574973267
"444",0.00111756528806417
"445",0.000744234546594225
"446",-0.00859335274025863
"447",-0.00300641705073845
"448",0.00637783833092742
"449",-0.013554425266546
"450",-0.00379788816590354
"451",-0.00343053509678937
"452",0.00760743960998678
"453",0.00378216601346937
"454",-0.00264597813043244
"455",0.0112910109171533
"456",-0.00262321116112707
"457",0.00374533589272241
"458",0.00967268216420392
"459",0.0589463031451873
"460",-0.0105264499428785
"461",-0.0124224715394274
"462",-0.00716851452054357
"463",-0.00360354529759643
"464",0.0125561323702028
"465",-0.00178407255206281
"466",-0.00788818548562409
"467",0.000719670965080521
"468",0.00215598497833547
"469",0.0110655891353915
"470",-0.00963089341715451
"471",0.00357783382397114
"472",0
"473",0.00534277087649704
"474",0.0451466419969955
"475",0.0333920957939355
"476",-0.00460836009941845
"477",0.0234768555418663
"478",0.0207310773478713
"479",-0.0213758784148625
"480",-0.0205252709983372
"481",-0.00296676967353271
"482",0.0270330292389911
"483",-0.00386349491102544
"484",0.0182200984873417
"485",0.0191378501494071
"486",0.0117393890807613
"487",-0.0157873581054759
"488",-0.0169921950619134
"489",0.00790262611312365
"490",-0.00252202590447759
"491",0.0162808641374195
"492",-0.0232496103543136
"493",0.00696874621689414
"494",-0.00919625114399825
"495",-0.0290905774727204
"496",0.00131109105823324
"497",-0.00229553865318755
"498",-0.019559670077145
"499",-0.0223435515859554
"500",0.030346261943806
"501",-0.0379064476908981
"502",-0.0849125354120246
"503",0.0365017875556264
"504",0.000723838423247081
"505",0.00936267777329824
"506",-0.014440659559769
"507",0.0416652395709152
"508",0.0141993972197785
"509",0
"510",0.0294787072057314
"511",0.0279853089934097
"512",-0.0124143923476625
"513",-0.0239532418487776
"514",-0.0016849087673263
"515",0.00672273770780496
"516",-0.0203053016083521
"517",-0.0120380029067113
"518",0.0147693005312513
"519",0.0262464951604588
"520",-0.0147209316583479
"521",-0.00269995630499187
"522",0.0507354969924547
"523",-0.000964131972180038
"524",0.0366201467775067
"525",0.00123920047800796
"526",-0.0368952152833346
"527",-0.018480020983509
"528",0.00944480888442856
"529",-0.015352310412267
"530",-0.0155915795565811
"531",-0.0171982341653121
"532",-0.033197998876092
"533",-0.0116712200165998
"534",-0.0665565377232844
"535",-0.0395552505736076
"536",0.0203608149306347
"537",-0.050885328674561
"538",0.0145751572108677
"539",0.0638349252291719
"540",-0.0117582402867802
"541",0.0136417436870504
"542",-0.0201488513775634
"543",-0.0158703848423989
"544",0.0333812352839864
"545",0.013865703395624
"546",-0.00335504382023544
"547",0.0100315884970978
"548",-0.00518902817564326
"549",-0.00820893721156679
"550",0.00709348804169663
"551",0.00556492177942713
"552",0.0106716238118665
"553",-0.0229554575270705
"554",-0.00488085785522019
"555",0.0052552548878988
"556",-0.00713875828816901
"557",-0.0186494994213167
"558",0.00345166497544991
"559",-0.00422029127446022
"560",-0.0131580985692397
"561",0.00660071113598404
"562",0.0206824296182342
"563",0.0146757111974325
"564",0.00149306902943502
"565",-0.0180659016272124
"566",-0.0129971383245033
"567",0.0110963715589447
"568",0.00493446726018743
"569",-0.0183421279697127
"570",-0.00154377919142945
"571",-0.0151783422115646
"572",-0.000392288027565524
"573",0.0278548015545566
"574",-0.00343959415908657
"575",-0.0193279939331656
"576",-0.00156255429904117
"577",-0.0161580146859466
"578",0.0102767571171674
"579",0.0152198469621663
"580",0.00309352995163525
"581",0.00884105850743655
"582",-0.0154264282247918
"583",0.026085128609342
"584",0.0272659043886669
"585",-0.0114879265909935
"586",-0.00373414731291133
"587",-0.0112867627451614
"588",0.00641143519940046
"589",-0.00678987780295426
"590",-0.00798036098176258
"591",-0.010740392123997
"592",-0.0058015219895533
"593",-0.00544543278282861
"594",0.0069957938984726
"595",-0.00582643100488012
"596",0.00853381268735998
"597",0.00308517880174319
"598",-0.0108401079421498
"599",-0.00546456203322787
"600",0.0327266690617751
"601",-0.0183490601195215
"602",0.00921665510492398
"603",0.0661856235503335
"604",0.0149150864990473
"605",0.00982117033240515
"606",0.0794787173526412
"607",-0.0224948026229357
"608",0.00558935058126453
"609",0.00425321471237528
"610",-0.048839126811048
"611",0.000342771067344483
"612",-0.00825882198952632
"613",-0.0227163605979182
"614",-0.0268688177138725
"615",-0.0113202750330572
"616",0.0385424876705667
"617",-0.0103001666535572
"618",-0.00429346203798753
"619",-0.0133551269472392
"620",-0.0179656276594784
"621",-0.0115350633585587
"622",0.00559807424778258
"623",0.0088922413386503
"624",-0.00740472483743115
"625",-0.00260462708264519
"626",0.0155271529937968
"627",0.0178153518751047
"628",-0.0145192871439268
"629",0.00036561443322114
"630",-0.0121347324659937
"631",0.0284482706744362
"632",0.00251385575760166
"633",0.0293359712982459
"634",-0.00348916303680813
"635",0.00241103870953729
"636",0.0196891633288696
"637",-0.0182440402711066
"638",-0.00943060999354284
"639",0.00109262440300029
"640",-0.00401233439977577
"641",-0.00733682661356161
"642",0.00110399273211081
"643",-0.00405384737853209
"644",-0.00481211358331723
"645",0.0223820754002304
"646",-0.0131483997943302
"647",0.00073495041896976
"648",0.0113243949928989
"649",0.0101192768090588
"650",0.00930575808620659
"651",0.0130952497229924
"652",-0.00564176370773328
"653",-0.0106649071517149
"654",0.0166582264843891
"655",-0.0163008921943621
"656",-0.0107759302303716
"657",0.00683817672732623
"658",0.011057790575276
"659",-0.00319776425989282
"660",0.0407935243640947
"661",-0.00445133425382638
"662",-0.00619623346283982
"663",-0.01006425309185
"664",-0.0200817035555785
"665",-0.0172293921529065
"666",0.028201011679303
"667",-0.00211416569233513
"668",-0.0124225199985575
"669",0.000714030733657278
"670",0.0110027729335642
"671",-0.0124313446050901
"672",-0.00825412904489164
"673",-0.00108170194577761
"674",0.00431969721955294
"675",-0.00359842057953363
"676",-0.0101450509634669
"677",0.00508540879988617
"678",0.0136741965142306
"679",-0.00214669134316336
"680",0.0025040256331903
