trading_date,close,ret
2005/12/13,889.101,0.000655934
2005/12/14,898.153,0.010129593
2005/12/15,896.434,-0.001915762
2005/12/16,902.561,0.006811607
2005/12/19,902.91,0.000386603
2005/12/20,907.318,0.004870114
2005/12/21,903.144,-0.004610986
2005/12/22,908.754,0.006192421
2005/12/23,915.89,0.00782184
2005/12/26,922.378,0.007058848
2005/12/27,919.36,-0.003277342
2005/12/28,920.919,0.001694309
2005/12/29,932.031,0.011993991
2005/12/30,923.451,-0.009248337
2006/1/4,941.428,0.019280132
2006/1/5,959.134,0.018632923
2006/1/6,970.032,0.011298267
2006/1/9,975.253,0.005367864
2006/1/10,978.154,0.002970197
2006/1/11,973.477,-0.004792923
2006/1/12,983.716,0.010463039
2006/1/13,978.809,-0.005000711
2006/1/16,961.439,-0.017905406
2006/1/17,964.29,0.002960959
2006/1/18,983.622,0.019849598
2006/1/19,991.222,0.007696848
2006/1/20,993.34,0.002134477
2006/1/23,996.162,0.002836893
2006/1/24,999.093,0.002937972
2006/1/25,1009.597,0.010458653
2006/2/6,1033.234,0.023142448
2006/2/7,1029.937,-0.003196054
2006/2/8,1033.072,0.003039252
2006/2/9,1019.599,-0.013127475
2006/2/10,1032.337,0.012415751
2006/2/13,1031.614,-0.000700598
2006/2/14,1038.531,0.006682649
2006/2/15,1041.66,0.00300838
2006/2/16,1020.121,-0.020894347
2006/2/17,1020.368,0.000242099
2006/2/20,1021.639,0.001244854
2006/2/21,1038.816,0.016673403
2006/2/22,1037.885,-0.000896614
2006/2/23,1041.373,0.003355046
2006/2/24,1049.444,0.007720465
2006/2/27,1047.845,-0.001524826
2006/2/28,1053.01,0.004917056
2006/3/1,1056.619,0.003421458
2006/3/2,1038.666,-0.01713699
2006/3/3,1041.677,0.002894717
2006/3/6,1038.873,-0.002695443
2006/3/7,1014.973,-0.023274461
2006/3/8,1009.271,-0.005633723
2006/3/9,1004.344,-0.004893696
2006/3/10,1008.897,0.004523063
2006/3/13,1019.864,0.01081163
2006/3/14,1018.272,-0.001562212
2006/3/15,1028.958,0.010439567
2006/3/16,1027.616,-0.001305083
2006/3/17,1024.015,-0.003510381
2006/3/20,1037.659,0.013236039
2006/3/21,1040.757,0.002981119
2006/3/22,1047.666,0.0066165
2006/3/23,1048.537,0.000831026
2006/3/24,1042.601,-0.005677307
2006/3/27,1050.707,0.007744718
2006/3/28,1055.982,0.005007869
2006/3/29,1065.294,0.008779678
2006/3/30,1055.634,-0.009109283
2006/3/31,1061.088,0.005153263
2006/4/3,1079.322,0.017038269
2006/4/4,1089.371,0.009267399
2006/4/5,1099.97,0.009682441
2006/4/6,1103.237,0.002965679
2006/4/7,1103.154,-7.52E-05
2006/4/10,1117.91,0.013287521
2006/4/11,1123.308,0.004817033
2006/4/12,1117.073,-0.005566032
2006/4/13,1093.925,-0.020939726
2006/4/14,1118.607,0.022312015
2006/4/17,1124.414,0.00517785
2006/4/18,1131.281,0.006088608
2006/4/19,1138.241,0.006133469
2006/4/20,1134.381,-0.003396961
2006/4/21,1149.158,0.012942373
2006/4/24,1142.698,-0.005637367
2006/4/25,1141.93,-0.00067232
2006/4/26,1155.726,0.012008905
2006/4/27,1155.268,-0.000396366
2006/4/28,1172.347,0.014675371
2006/5/8,1218.445,0.038567733
2006/5/9,1251.611,0.026856066
2006/5/10,1265.933,0.011377878
2006/5/11,1255.035,-0.008645939
2006/5/12,1296.257,0.03231742
2006/5/15,1352.155,0.042218735
2006/5/16,1331.127,-0.015673664
2006/5/17,1335.523,0.003297024
2006/5/18,1331.201,-0.003241433
2006/5/19,1366.097,0.025876227
2006/5/22,1373.674,0.005531133
2006/5/23,1317.654,-0.04163602
2006/5/24,1308.242,-0.007168631
2006/5/25,1307.697,-0.000416676
2006/5/26,1331.02,0.017677991
2006/5/29,1366.292,0.026154936
2006/5/30,1378.756,0.009081142
2006/5/31,1365.451,-0.009696866
2006/6/1,1402.879,0.027041777
2006/6/2,1390.116,-0.009139357
2006/6/5,1403.163,0.009341777
2006/6/6,1399.142,-0.002869782
2006/6/7,1320.233,-0.058050955
2006/6/8,1325.979,0.004342818
2006/6/9,1294.185,-0.024269901
2006/6/12,1297.67,0.002689195
2006/6/13,1298.276,0.000466882
2006/6/14,1283.88,-0.011150488
2006/6/15,1285.385,0.001171541
2006/6/16,1318.01,0.025064739
2006/6/19,1334.893,0.012728116
2006/6/20,1338.223,0.002491476
2006/6/21,1333.532,-0.003511553
2006/6/22,1331.553,-0.001485131
2006/6/23,1339.446,0.005910165
2006/6/26,1363.413,0.017735019
2006/6/27,1363.896,0.000354195
2006/6/28,1362.885,-0.000741534
2006/6/29,1395.124,0.023379524
2006/6/30,1393.963,-0.000832531
2006/7/3,1420.328,0.018737061
2006/7/4,1411.013,-0.006579945
2006/7/5,1393.009,-0.01284173
2006/7/6,1418.675,0.018257182
2006/7/7,1410.429,-0.005829424
2006/7/10,1412.124,0.00120104
2006/7/11,1418.575,0.004557893
2006/7/12,1419.199,0.000439781
2006/7/13,1346.088,-0.05289002
2006/7/14,1357.129,0.008168831
2006/7/17,1372.254,0.011083204
2006/7/18,1373.416,0.000846424
2006/7/19,1336.644,-0.027139072
2006/7/20,1345.194,0.006376246
2006/7/21,1356.033,0.008025285
2006/7/24,1358.122,0.001539338
2006/7/25,1374.17,0.011747049
2006/7/26,1371.295,-0.002094364
2006/7/27,1355.545,-0.011551961
2006/7/28,1341.393,-0.010494961
2006/7/31,1294.328,-0.035716985
2006/8/1,1282.057,-0.009525822
2006/8/2,1275.088,-0.005450623
2006/8/3,1271.744,-0.002626009
2006/8/4,1241.908,-0.02374028
2006/8/7,1224.102,-0.014441393
2006/8/8,1252.386,0.022843018
2006/8/9,1251.298,-0.000869119
2006/8/10,1271.473,0.015994658
2006/8/11,1275.654,0.003282917
2006/8/14,1245.721,-0.02374451
2006/8/15,1265.863,0.016039624
2006/8/16,1283.567,0.013888818
2006/8/17,1271.627,-0.009345738
2006/8/18,1267.866,-0.002962011
2006/8/21,1270.562,0.00212415
2006/8/22,1285.268,0.011507935
2006/8/23,1285.68,0.000320504
2006/8/24,1292.401,0.005213967
2006/8/25,1295.437,0.002346361
2006/8/28,1325.894,0.023238859
2006/8/29,1330.155,0.003208528
2006/8/30,1334.671,0.003389343
2006/8/31,1338.694,0.003009692
2006/9/1,1318.099,-0.015503965
2006/9/4,1337.243,0.014419485
2006/9/5,1340.682,0.002568408
2006/9/6,1346.367,0.004231414
2006/9/7,1328.377,-0.013451957
2006/9/8,1332.153,0.002838534
2006/9/11,1338.755,0.004943647
2006/9/12,1347.639,0.006614095
2006/9/13,1338.386,-0.006889762
2006/9/14,1338.278,-8.07E-05
2006/9/15,1362.322,0.017806884
2006/9/18,1375.563,0.009672505
2006/9/19,1378.309,0.001994284
2006/9/20,1378.459,0.000108823
2006/9/21,1387.37,0.00644366
2006/9/22,1374.852,-0.00906378
2006/9/25,1372.399,-0.001785786
2006/9/26,1357.646,-0.010807986
2006/9/27,1371.117,0.009873418
2006/9/28,1387.002,0.011518847
2006/9/29,1403.265,0.011657081
2006/10/9,1436.074,0.023111337
2006/10/10,1437.245,0.000815085
2006/10/11,1435.906,-0.000932078
2006/10/12,1426.5,-0.006572117
2006/10/13,1430.882,0.003067146
2006/10/16,1418.517,-0.008679078
2006/10/17,1414.448,-0.002872611
2006/10/18,1437.593,0.016230838
2006/10/19,1439.377,0.001240194
2006/10/20,1440.182,0.000559113
2006/10/23,1408.715,-0.022091553
2006/10/24,1440.054,0.022002672
2006/10/25,1446.825,0.004690888
2006/10/26,1456.095,0.006386694
2006/10/27,1439.05,-0.011775021
2006/10/30,1446.239,0.00498322
2006/10/31,1464.473,0.012529057
2006/11/1,1479.409,0.010147233
2006/11/2,1479.656,0.000166945
2006/11/3,1488.291,0.005818853
2006/11/6,1507.891,0.013083504
2006/11/7,1516.104,0.005431901
2006/11/8,1498.173,-0.011897521
2006/11/9,1524.714,0.017560486
2006/11/10,1504.062,-0.013637403
2006/11/13,1475.779,-0.018983462
2006/11/14,1493.776,0.012121156
2006/11/15,1534.762,0.027068178
2006/11/16,1533.288,-0.000960871
2006/11/17,1562.084,0.018606378
2006/11/20,1593.158,0.019697383
2006/11/21,1612.249,0.011911889
2006/11/22,1624.028,0.007279384
2006/11/23,1634.914,0.006680721
2006/11/24,1636.58,0.001018495
2006/11/27,1651.801,0.009257509
2006/11/28,1644.014,-0.004725395
2006/11/29,1667.142,0.013969971
2006/11/30,1714.358,0.027927883
2006/12/1,1729.224,0.008634086
2006/12/4,1780.736,0.029354009
2006/12/5,1794.231,0.007549756
2006/12/6,1779.411,-0.008294107
2006/12/7,1775.714,-0.002079815
2006/12/8,1711.584,-0.036783338
2006/12/11,1789.924,0.044753903
2006/12/12,1802.788,0.007161195
2006/12/13,1803.856,0.00059224
2006/12/14,1836.143,0.01774058
2006/12/15,1867.636,0.017006284
2006/12/18,1916.108,0.025622585
2006/12/19,1921.444,0.002780941
2006/12/20,1936.547,0.007829504
2006/12/21,1908.985,-0.014334803
2006/12/22,1895.644,-0.007013065
2006/12/25,1939.104,0.022667388
2006/12/26,1938.238,-0.000446698
2006/12/27,1982.877,0.022769507
2006/12/28,1979.933,-0.001485815
2006/12/29,2041.047,0.030399906
2007/1/4,2067.092,0.012679877
2007/1/5,2072.883,0.002797603
2007/1/8,2131.556,0.027911838
2007/1/9,2200.086,0.031644221
2007/1/10,2255.966,0.025081812
2007/1/11,2231.629,-0.010846451
2007/1/12,2173.747,-0.026279405
2007/1/15,2287.342,0.050938038
2007/1/16,2353.874,0.028672037
2007/1/17,2308.931,-0.019277835
2007/1/18,2317.095,0.003529599
2007/1/19,2396.093,0.033525248
2007/1/22,2491.313,0.038970387
2007/1/23,2508.13,0.006727575
2007/1/24,2536.428,0.011219336
2007/1/25,2452.831,-0.033513924
2007/1/26,2512.922,0.024203352
2007/1/29,2576.917,0.025147504
2007/1/30,2551.884,-0.009761813
2007/1/31,2385.335,-0.067492334
2007/2/1,2395.172,0.004115469
2007/2/2,2298.003,-0.04141456
2007/2/5,2271.797,-0.011469337
2007/2/6,2316.04,0.019287682
2007/2/7,2369.787,0.022941247
2007/2/8,2410.601,0.017076016
2007/2/9,2397.245,-0.005555933
2007/2/12,2485.392,0.036110232
2007/2/13,2522.63,0.014871615
2007/2/14,2588.349,0.025718213
2007/2/15,2668.633,0.030546136
2007/2/16,2676.735,0.003031412
2007/2/26,2707.676,0.011492934
2007/2/27,2457.492,-0.096949385
2007/2/28,2544.571,0.034820752
2007/3/1,2473.544,-0.02831013
2007/3/2,2508.729,0.01412431
2007/3/5,2475.606,-0.013291036
2007/3/6,2520.293,0.01788995
2007/3/7,2589.436,0.027064927
2007/3/8,2627.63,0.014642208
2007/3/9,2611.393,-0.006198504
2007/3/12,2616.172,0.001828385
2007/3/13,2640.169,0.00913075
2007/3/14,2597.357,-0.016348541
2007/3/15,2645.546,0.018383082
2007/3/16,2604.226,-0.015741961
2007/3/19,2659.413,0.020969912
2007/3/20,2672.771,0.00501034
2007/3/21,2702.597,0.011097401
2007/3/22,2711.322,0.003223176
2007/3/23,2716.266,0.001821804
2007/3/26,2764.034,0.017433064
2007/3/27,2784.023,0.007205797
2007/3/28,2797.649,0.004882418
2007/3/29,2783.305,-0.005140351
2007/3/30,2781.784,-0.000546622
2007/4/2,2850.107,0.024264089
2007/4/3,2888.115,0.013247503
2007/4/4,2911.821,0.008174618
2007/4/5,2945.045,0.011345438
2007/4/6,2972.008,0.009113722
2007/4/9,3038.172,0.0220182
2007/4/10,3081.568,0.01418254
2007/4/11,3121.319,0.012817111
2007/4/12,3176.437,0.017504459
2007/4/13,3169.233,-0.002270526
2007/4/16,3255.998,0.027009231
2007/4/17,3283.604,0.008442766
2007/4/18,3304.501,0.006343879
2007/4/19,3150.303,-0.04778684
2007/4/20,3289.282,0.043170665
2007/4/23,3431.318,0.04227514
2007/4/24,3445.196,0.004036353
2007/4/25,3448.281,0.000895049
2007/4/26,3493.581,0.013051439
2007/4/27,3470.523,-0.006621982
2007/4/30,3558.709,0.025092536
2007/5/8,3686.03,0.035152159
2007/5/9,3701.277,0.004127897
2007/5/10,3724.51,0.006257404
2007/5/11,3702.612,-0.005896783
2007/5/14,3734.42,0.008554002
2007/5/15,3604.636,-0.035371724
2007/5/16,3700.287,0.026189589
2007/5/17,3778.605,0.02094451
2007/5/18,3776.629,-0.000523081
2007/5/21,3831.443,0.014409682
2007/5/22,3870.489,0.010139361
2007/5/23,3938.945,0.017532065
2007/5/24,3919.748,-0.004885555
2007/5/25,3985.252,0.016573181
2007/5/28,4072.578,0.021675667
2007/5/29,4168.289,0.023229426
2007/5/30,3886.459,-0.07000718
2007/5/31,3927.952,0.01061971
2007/6/1,3803.954,-0.032077118
2007/6/4,3511.431,-0.080017405
2007/6/5,3634.633,0.034484496
2007/6/6,3677.58,0.011746784
2007/6/7,3802.304,0.033352272
2007/6/8,3837.867,0.009309545
2007/6/11,3931.862,0.024196362
2007/6/12,4036.109,0.026168004
2007/6/13,4118.268,0.020151578
2007/6/14,4075.821,-0.010360488
2007/6/15,4099.381,0.005763788
2007/6/18,4227.569,0.030791137
2007/6/19,4253,0.005997493
2007/6/20,4157.599,-0.022686872
2007/6/21,4197.28,0.009498952
2007/6/22,4051.426,-0.035367779
2007/6/25,3877.59,-0.043855091
2007/6/26,3928.213,0.012970788
2007/6/27,4040.484,0.028179872
2007/6/28,3858.522,-0.046080278
2007/6/29,3764.078,-0.024781264
2007/7/2,3757.655,-0.001707852
2007/7/3,3832.227,0.019651004
2007/7/4,3743.582,-0.023403189
2007/7/5,3537.435,-0.056641019
2007/7/6,3710.283,0.047706266
2007/7/9,3821.302,0.029483048
2007/7/10,3775.621,-0.01202633
2007/7/11,3789.874,0.003767901
2007/7/12,3816.921,0.007111304
2007/7/13,3820.124,0.000838806
2007/7/16,3697.966,-0.032499944
2007/7/17,3789.651,0.024490992
2007/7/18,3807.574,0.004718311
2007/7/19,3806.997,-0.000151552
2007/7/20,3971.884,0.042399852
2007/7/23,4156.723,0.045486482
2007/7/24,4161.352,0.001112998
2007/7/25,4255.463,0.022363548
2007/7/26,4303.185,0.011151877
2007/7/27,4307.143,0.000919361
2007/7/30,4410.297,0.023667227
2007/7/31,4460.564,0.011333181
2007/8/1,4290.477,-0.0388773
2007/8/2,4436.192,0.033398435
2007/8/3,4598.379,0.035907499
2007/8/6,4703.984,0.022705959
2007/8/7,4724.547,0.004361874
2007/8/8,4668.087,-0.012022332
2007/8/9,4777.286,0.023123251
2007/8/10,4726.683,-0.010648915
2007/8/13,4721.192,-0.001162378
2007/8/14,4795.568,0.015630848
2007/8/15,4798.75,0.000663309
2007/8/16,4721.942,-0.016135312
2007/8/17,4626.583,-0.020401573
2007/8/20,4885.427,0.054438109
2007/8/21,4972.711,0.017708472
2007/8/22,5051.688,0.015757281
2007/8/23,5135.93,0.016538492
2007/8/24,5217.581,0.015772948
2007/8/27,5243.147,0.004888006
2007/8/28,5251.77,0.001643272
2007/8/29,5171.822,-0.015340118
2007/8/30,5241.228,0.013330778
2007/8/31,5296.813,0.010549497
2007/9/3,5419.169,0.022837164
2007/9/4,5360.333,-0.010916383
2007/9/5,5363.251,0.000544221
2007/9/6,5412.037,0.009055226
2007/9/7,5294.795,-0.021901284
2007/9/10,5377.222,0.015447621
2007/9/11,5124.092,-0.048218545
2007/9/12,5202.856,0.015254367
2007/9/13,5349.97,0.027883248
2007/9/14,5397.278,0.008803799
2007/9/17,5498.908,0.018654775
2007/9/18,5476.839,-0.004021417
2007/9/19,5419.268,-0.010567359
2007/9/20,5494.915,0.013862368
2007/9/21,5468.098,-0.004892278
2007/9/24,5513.895,0.008340429
2007/9/25,5454.615,-0.010809231
2007/9/26,5361.021,-0.017307597
2007/9/27,5427.657,0.012353107
2007/9/28,5580.813,0.027826916
2007/10/8,5653.136,0.012875971
2007/10/9,5675.927,0.004023463
2007/10/10,5685.759,0.001730729
2007/10/11,5760.078,0.012986389
2007/10/12,5737.221,-0.00397607
2007/10/15,5821.447,0.01457391
2007/10/16,5877.202,0.009531942
2007/10/17,5824.117,-0.009073398
2007/10/18,5615.747,-0.036432784
2007/10/19,5614.06,-0.00030045
2007/10/22,5472.677,-0.025506272
2007/10/23,5540.09,0.012242853
2007/10/24,5588.014,0.008613201
2007/10/25,5333.792,-0.046561517
2007/10/26,5394.807,0.011374394
2007/10/29,5508.357,0.020829569
2007/10/30,5596.068,0.015797815
2007/10/31,5688.543,0.016389944
2007/11/1,5605.232,-0.014753705
2007/11/2,5472.93,-0.023886325
2007/11/5,5360.305,-0.020793246
2007/11/6,5317.549,-0.008008394
2007/11/7,5350.629,0.006201641
2007/11/8,5093.669,-0.049215728
2007/11/9,5040.525,-0.010488153
2007/11/12,4978.252,-0.012431418
2007/11/13,4939.244,-0.007866542
2007/11/14,5145.888,0.040985666
2007/11/15,5081.113,-0.012667617
2007/11/16,5007.662,-0.014561193
2007/11/19,4994.416,-0.002648651
2007/11/20,5069.382,0.014898428
2007/11/21,4997.62,-0.014257118
2007/11/22,4772.617,-0.046067007
2007/11/23,4856.161,0.017353416
2007/11/26,4800.082,-0.011615207
2007/11/27,4711.152,-0.018700537
2007/11/28,4648.751,-0.013333883
2007/11/29,4842.07,0.040743734
2007/11/30,4737.408,-0.021852165
2007/12/3,4772.674,0.007416584
2007/12/4,4829.214,0.011776987
2007/12/5,4965.947,0.027920293
2007/12/6,4971.055,0.001028077
2007/12/7,5041.35,0.014041812
2007/12/10,5133.562,0.018125862
2007/12/11,5140,0.001253314
2007/12/12,5077.39,-0.012255729
2007/12/13,4884.298,-0.03877178
2007/12/14,4977.652,0.018932724
2007/12/17,4857.289,-0.024477831
2007/12/18,4829.909,-0.005652836
2007/12/19,4946.285,0.023809163
2007/12/20,5037.195,0.01821259
2007/12/21,5101.852,0.012754232
2007/12/24,5207.134,0.020425997
2007/12/25,5216.813,0.001857071
2007/12/26,5265.026,0.009199405
2007/12/27,5367.53,0.019281756
2007/12/28,5338.275,-0.005465273
2008/1/2,5385.103,0.008733871
2008/1/3,5422.034,0.006834584
2008/1/4,5483.65,0.011299916
2008/1/7,5556.593,0.013214213
2008/1/8,5528.054,-0.005149296
2008/1/9,5613.758,0.015384516
2008/1/10,5672.154,0.010348569
2008/1/11,5699.147,0.004747575
2008/1/14,5731.757,0.005705601
2008/1/15,5696.45,-0.006178942
2008/1/16,5505.717,-0.034056167
2008/1/17,5365.624,-0.025774328
2008/1/18,5414.468,0.009061951
2008/1/21,5145.734,-0.050906608
2008/1/22,4753.868,-0.079209419
2008/1/23,4975.111,0.045489079
2008/1/24,5027.213,0.010418073
2008/1/25,5077.429,0.009939276
2008/1/28,4731.883,-0.070481811
2008/1/29,4762.083,0.006361957
2008/1/30,4710.652,-0.01085885
2008/1/31,4620.401,-0.019344829
2008/2/1,4571.945,-0.010542782
2008/2/4,4950.124,0.079473911
2008/2/5,4921.829,-0.005732417
2008/2/13,4816.084,-0.02171906
2008/2/14,4880.252,0.013235708
2008/2/15,4813.311,-0.013811653
2008/2/18,4910.992,0.020090753
2008/2/19,5020.753,0.022103964
2008/2/20,4908.717,-0.022567318
2008/2/21,4876.03,-0.00668124
2008/2/22,4702.241,-0.036292161
2008/2/25,4519.783,-0.03957522
2008/2/26,4515.533,-0.000940753
2008/2/27,4639.768,0.027141134
2008/2/28,4622.056,-0.003824737
2008/2/29,4674.55,0.011293274
2008/3/3,4790.744,0.024552822
2008/3/4,4671.148,-0.025280857
2008/3/5,4628.724,-0.00912363
2008/3/6,4685.03,0.012091083
2008/3/7,4621.685,-0.013612962
2008/3/10,4431.589,-0.042001147
2008/3/11,4441.184,0.002162797
2008/3/12,4309.648,-0.030064777
2008/3/13,4198.96,-0.026019355
2008/3/14,4157.871,-0.009833711
2008/3/17,3965.279,-0.047426946
2008/3/18,3763.948,-0.052107812
2008/3/19,3888.861,0.032647906
2008/3/20,4001.832,0.028635944
2008/3/21,4037.83,0.008955163
2008/3/24,3857.091,-0.045794147
2008/3/25,3905.774,0.012542699
2008/3/26,3914.37,0.002198426
2008/3/27,3748.92,-0.043186598
2008/3/28,3918.156,0.044153336
2008/3/31,3790.53,-0.033115284
2008/4/1,3582.855,-0.056345882
2008/4/2,3547.977,-0.009782387
2008/4/3,3650.698,0.0285408
2008/4/7,3845.822,0.052068982
2008/4/8,3891.059,0.011693993
2008/4/9,3688.125,-0.053563158
2008/4/10,3754.715,0.017894185
2008/4/11,3783.728,0.007697383
2008/4/14,3536.327,-0.067621149
2008/4/15,3583.299,0.013195267
2008/4/16,3494.016,-0.025232093
2008/4/17,3386.63,-0.031216464
2008/4/18,3272.499,-0.034281413
2008/4/21,3267.554,-0.00151222
2008/4/22,3296.277,0.008751957
2008/4/23,3453.727,0.046660288
2008/4/24,3774.504,0.088815046
2008/4/25,3803.07,0.007539652
2008/4/28,3729.154,-0.019627237
2008/4/29,3776.943,0.012733554
2008/4/30,3959.119,0.047106573
2008/5/5,4055.779,0.024121252
2008/5/6,4010.888,-0.011130114
2008/5/7,3821.319,-0.048417012
2008/5/8,3925.041,0.026781146
2008/5/9,3878.924,-0.011819001
2008/5/12,3904.92,0.006679501
2008/5/13,3851.687,-0.013726062
2008/5/14,3975.782,0.031710224
2008/5/15,3948.088,-0.006990047
2008/5/16,3936.121,-0.003035691
2008/5/19,3914.072,-0.005617456
2008/5/20,3710.818,-0.053325927
2008/5/21,3783.049,0.019277961
2008/5/22,3711.444,-0.019109279
2008/5/23,3675.147,-0.009827887
2008/5/26,3559.217,-0.032052555
2008/5/27,3576.197,0.004759368
2008/5/28,3676.23,0.027587825
2008/5/29,3580.868,-0.026282541
2008/5/30,3611.33,0.008470896
2008/6/2,3625.826,0.004005999
2008/6/3,3614.111,-0.003236219
2008/6/4,3546.916,-0.018767412
2008/6/5,3512.138,-0.009853525
2008/6/6,3489.502,-0.006465936
2008/6/10,3206.562,-0.084559697
2008/6/11,3140.299,-0.020881317
2008/6/12,3084.633,-0.017885331
2008/6/13,2979.117,-0.03480574
2008/6/16,2952.242,-0.009062066
2008/6/17,2842.676,-0.03781902
2008/6/18,2991.273,0.050953187
2008/6/19,2773.076,-0.075741876
2008/6/20,2849.668,0.027245323
2008/6/23,2789.941,-0.021182048
2008/6/24,2851.915,0.02197025
2008/6/25,2969.537,0.04041535
2008/6/26,2980.907,0.003821568
2008/6/27,2816.021,-0.056902721
2008/6/30,2791.819,-0.008631541
2008/7/1,2698.347,-0.034053991
2008/7/2,2699.597,0.000463139
2008/7/3,2760.612,0.022349892
2008/7/4,2741.852,-0.00681879
2008/7/7,2882.763,0.050115605
2008/7/8,2901.841,0.006596154
2008/7/9,3015.126,0.038296257
2008/7/10,2973.728,-0.013825236
2008/7/11,2953.498,-0.006826154
2008/7/14,2975.874,0.007547547
2008/7/15,2852.979,-0.042174066
2008/7/16,2745.596,-0.038365538
2008/7/17,2718.068,-0.01007684
2008/7/18,2815.462,0.035205035
2008/7/21,2911.051,0.033387815
2008/7/22,2904.743,-0.002169266
2008/7/23,2883.32,-0.00740251
2008/7/24,2977.362,0.032095266
2008/7/25,2939.202,-0.012899558
2008/7/28,2960.851,0.007338611
2008/7/29,2905.63,-0.018826493
2008/7/30,2884.384,-0.007338875
