"","aic2","rmse2","mabso2"
"1",-6608.90563808812,0.0221551982438388,0.0162270247004778
"2",-6609.34549968693,0.0221269094400385,0.016212210785588
"3",-6609.98157522993,0.0220706941503784,0.0161878405855265
"4",-6608.53392361615,0.0221175379438112,0.0161845466021573
