"","CPHI.Open","CPHI.High","CPHI.Low","CPHI.Close","CPHI.Volume","CPHI.Adjusted"
"334",0.21,0.24,0.21,0.24,16800,0.24
"335",0.22,0.22,0.22,0.22,8700,0.22
"336",0.21,0.24,0.21,0.24,2800,0.24
"337",0.24,0.25,0.21,0.24,8900,0.24
"338",0.24,0.24,0.24,0.24,0,0.24
"339",0.25,0.25,0.23,0.24,19400,0.24
"340",0.22,0.24,0.22,0.22,12300,0.22
"341",0.22,0.25,0.22,0.24,42300,0.24
"342",0.23,0.24,0.22,0.23,61500,0.23
"343",0.22,0.24,0.19,0.21,47600,0.21
"344",0.23,0.24,0.22,0.23,16900,0.23
"345",0.24,0.24,0.22,0.24,11500,0.24
"346",0.23,0.24,0.22,0.23,39500,0.23
"347",0.24,0.26,0.23,0.23,77100,0.23
"348",0.23,0.23,0.22,0.22,10000,0.22
"349",0.23,0.23,0.23,0.23,8300,0.23
"350",0.22,0.24,0.22,0.23,7800,0.23
"351",0.23,0.23,0.23,0.23,6500,0.23
"352",0.23,0.23,0.23,0.23,5100,0.23
"353",0.23,0.25,0.22,0.22,7700,0.22
"354",0.23,0.23,0.22,0.23,14300,0.23
"355",0.22,0.23,0.22,0.22,43500,0.22
"356",0.23,0.23,0.22,0.22,3100,0.22
"357",0.23,0.23,0.21,0.21,27700,0.21
"358",0.21,0.23,0.2,0.21,5000,0.21
"359",0.22,0.23,0.21,0.22,13200,0.22
"360",0.22,0.24,0.22,0.24,34000,0.24
"361",0.24,0.28,0.22,0.26,59200,0.26
"362",0.24,0.25,0.24,0.24,5400,0.24
"363",0.24,0.24,0.22,0.24,10100,0.24
"364",0.24,0.24,0.23,0.24,9000,0.24
"365",0.24,0.27,0.24,0.26,30700,0.26
"366",0.26,0.26,0.24,0.24,16400,0.24
"367",0.22,0.24,0.22,0.23,19900,0.23
"368",0.23,0.24,0.22,0.24,400,0.24
"369",0.25,0.25,0.23,0.25,2700,0.25
"370",0.25,0.35,0.25,0.3,817600,0.3
"371",0.33,0.35,0.27,0.27,329100,0.27
"372",0.26,0.28,0.25,0.25,26100,0.25
"373",0.23,0.26,0.23,0.26,11000,0.26
"374",0.24,0.25,0.23,0.24,26600,0.24
"375",0.25,0.28,0.24,0.24,27200,0.24
"376",0.25,0.26,0.24,0.25,28200,0.25
"377",0.23,0.25,0.22,0.24,34200,0.24
"378",0.24,0.24,0.24,0.24,3400,0.24
"379",0.26,0.26,0.24,0.24,13600,0.24
"380",0.27,0.27,0.24,0.24,3300,0.24
"381",0.25,0.25,0.22,0.23,37800,0.23
"382",0.24,0.24,0.22,0.23,35800,0.23
"383",0.22,0.26,0.22,0.26,106600,0.26
"384",0.23,0.27,0.23,0.25,22600,0.25
"385",0.27,0.29,0.25,0.26,19400,0.26
"386",0.27,0.28,0.26,0.27,44400,0.27
"387",0.25,0.27,0.24,0.26,29700,0.26
"388",0.24,0.27,0.24,0.27,26100,0.27
"389",0.28,0.28,0.26,0.26,1800,0.26
"390",0.26,0.26,0.24,0.26,8900,0.26
"391",0.25,0.26,0.25,0.26,3000,0.26
"392",0.26,0.35,0.25,0.3,1214700,0.3
"393",0.28,0.32,0.25,0.29,264100,0.29
"394",0.29,0.29,0.26,0.27,13500,0.27
"395",0.27,0.29,0.26,0.28,60100,0.28
"396",0.29,0.3,0.26,0.28,66400,0.28
"397",0.29,0.29,0.25,0.28,31500,0.28
"398",0.28,0.29,0.27,0.28,54500,0.28
"399",0.28,0.28,0.27,0.27,112000,0.27
"400",0.27,0.3,0.27,0.29,54600,0.29
"401",0.31,0.34,0.28,0.29,209700,0.29
"402",0.29,0.3,0.28,0.29,32700,0.29
"403",0.29,0.3,0.28,0.3,48900,0.3
"404",0.29,0.32,0.28,0.32,102600,0.32
"405",0.3,0.32,0.3,0.32,29700,0.32
"406",0.3,0.32,0.3,0.31,29800,0.31
"407",0.3,0.31,0.29,0.29,135500,0.29
"408",0.3,0.31,0.28,0.28,95500,0.28
"409",0.28,0.3,0.28,0.28,83300,0.28
"410",0.29,0.29,0.28,0.28,35200,0.28
"411",0.29,0.29,0.27,0.28,51500,0.28
"412",0.27,0.29,0.27,0.27,122600,0.27
"413",0.25,0.26,0.25,0.26,104900,0.26
"414",0.26,0.27,0.26,0.27,59200,0.27
"415",0.27,0.29,0.25,0.25,257100,0.25
"416",0.26,0.26,0.25,0.25,44500,0.25
"417",0.26,0.26,0.25,0.25,60200,0.25
"418",0.24,0.25,0.24,0.24,67700,0.24
"419",0.24,0.25,0.24,0.24,32500,0.24
"420",0.24,0.25,0.24,0.24,89200,0.24
"421",0.25,0.26,0.24,0.26,21600,0.26
"422",0.25,0.27,0.25,0.27,7600,0.27
"423",0.26,0.26,0.25,0.25,8400,0.25
"424",0.25,0.27,0.24,0.24,37500,0.24
"425",0.25,0.25,0.23,0.23,62200,0.23
"426",0.22,0.24,0.22,0.24,14300,0.24
"427",0.23,0.25,0.22,0.24,17000,0.24
"428",0.25,0.25,0.24,0.24,34600,0.24
"429",0.24,0.24,0.22,0.23,113700,0.23
"430",0.24,0.24,0.23,0.24,4600,0.24
"431",0.24,0.24,0.23,0.24,11400,0.24
"432",0.24,0.24,0.22,0.23,16000,0.23
"433",0.23,0.23,0.22,0.23,32500,0.23
"434",0.23,0.23,0.22,0.23,7800,0.23
"435",0.22,0.22,0.21,0.22,19300,0.22
"436",0.21,0.23,0.21,0.21,15100,0.21
"437",0.21,0.22,0.21,0.21,51600,0.21
"438",0.22,0.22,0.22,0.22,105600,0.22
"439",0.22,0.22,0.21,0.21,16800,0.21
"440",0.22,0.23,0.21,0.21,8500,0.21
"441",0.21,0.22,0.21,0.22,33800,0.22
"442",0.21,0.21,0.2,0.2,28400,0.2
"443",0.2,0.23,0.2,0.23,85700,0.23
"444",0.23,0.23,0.22,0.22,62700,0.22
"445",0.22,0.23,0.22,0.22,16200,0.22
"446",0.22,0.22,0.22,0.22,6300,0.22
"447",0.22,0.23,0.22,0.22,10500,0.22
"448",0.22,0.23,0.22,0.22,14000,0.22
"449",0.22,0.22,0.2,0.2,77000,0.2
"450",0.21,0.21,0.19,0.2,61500,0.2
"451",0.2,0.2,0.2,0.2,9800,0.2
"452",0.2,0.21,0.2,0.2,13700,0.2
"453",0.2,0.21,0.2,0.2,17800,0.2
"454",0.2,0.2,0.19,0.19,53500,0.19
"455",0.19,0.2,0.19,0.2,17200,0.2
"456",0.21,0.22,0.21,0.21,10100,0.21
"457",0.21,0.22,0.21,0.22,6100,0.22
"458",0.15,0.22,0.15,0.21,18700,0.21
"459",0.2,0.2,0.19,0.2,18000,0.2
"460",0.2,0.22,0.2,0.21,40700,0.21
"461",0.2,0.21,0.2,0.21,26800,0.21
"462",0.2,0.21,0.19,0.2,26300,0.2
"463",0.21,0.21,0.2,0.21,21200,0.21
"464",0.2,0.21,0.19,0.21,4000,0.21
"465",0.19,0.2,0.19,0.2,27400,0.2
"466",0.19,0.2,0.19,0.2,14200,0.2
"467",0.2,0.2,0.2,0.2,10100,0.2
"468",0.21,0.21,0.21,0.21,23300,0.21
"469",0.21,0.24,0.2,0.24,20200,0.24
"470",0.23,0.23,0.22,0.23,8000,0.23
"471",0.23,0.25,0.22,0.24,81200,0.24
"472",0.23,0.23,0.22,0.22,6400,0.22
"473",0.23,0.23,0.21,0.21,28300,0.21
"474",0.21,0.22,0.2,0.2,26600,0.2
"475",0.2,0.21,0.18,0.19,152200,0.19
"476",0.19,0.2,0.19,0.19,62000,0.19
"477",0.19,0.2,0.18,0.19,89800,0.19
"478",0.19,0.19,0.18,0.18,34100,0.18
"479",0.17,0.18,0.17,0.18,31800,0.18
"480",0.18,0.18,0.17,0.17,6200,0.17
"481",0.18,0.19,0.18,0.18,19800,0.18
"482",0.19,0.19,0.18,0.19,9800,0.19
"483",0.18,0.19,0.18,0.18,16700,0.18
"484",0.19,0.19,0.19,0.19,12200,0.19
"485",0.2,0.2,0.2,0.2,10300,0.2
"486",0.2,0.2,0.19,0.19,10200,0.19
"487",0.17,0.2,0.17,0.2,18500,0.2
"488",0.18,0.2,0.18,0.18,58700,0.18
"489",0.19,0.21,0.19,0.19,77400,0.19
"490",0.19,0.3,0.18,0.29,1377900,0.29
"491",0.32,0.35,0.26,0.27,949900,0.27
"492",0.27,0.27,0.2,0.24,502500,0.24
"493",0.24,0.24,0.22,0.23,104000,0.23
"494",0.23,0.23,0.22,0.23,36200,0.23
"495",0.23,0.24,0.22,0.23,21100,0.23
"496",0.23,0.24,0.22,0.22,35100,0.22
"497",0.23,0.24,0.22,0.23,77500,0.23
"498",0.23,0.24,0.22,0.24,21900,0.24
"499",0.24,0.3,0.24,0.26,340100,0.26
"500",0.25,0.27,0.25,0.25,63200,0.25
"501",0.25,0.25,0.22,0.24,93000,0.24
"502",0.24,0.25,0.24,0.25,16600,0.25
"503",0.24,0.25,0.23,0.24,61800,0.24
"504",0.26,0.26,0.25,0.26,47800,0.26
"505",0.27,0.27,0.24,0.25,26100,0.25
"506",0.3,0.3,0.26,0.27,32400,0.27
"507",0.27,0.27,0.24,0.26,32500,0.26
"508",0.27,0.27,0.25,0.26,10600,0.26
"509",0.26,0.28,0.26,0.27,41100,0.27
"510",0.27,0.29,0.27,0.29,90500,0.29
"511",0.28,0.28,0.25,0.26,104000,0.26
"512",0.25,0.33,0.25,0.29,343600,0.29
"513",0.3,0.31,0.28,0.28,174600,0.28
"514",0.28,0.3,0.27,0.28,56500,0.28
"515",0.27,0.28,0.27,0.27,30700,0.27
"516",0.26,0.27,0.25,0.27,69800,0.27
"517",0.26,0.28,0.25,0.27,22200,0.27
"518",0.25,0.27,0.25,0.27,32500,0.27
"519",0.25,0.27,0.25,0.26,30000,0.26
"520",0.26,0.27,0.26,0.26,29400,0.26
"521",0.26,0.26,0.25,0.25,33000,0.25
"522",0.26,0.27,0.25,0.25,47800,0.25
"523",0.25,0.27,0.25,0.25,4600,0.25
"524",0.26,0.27,0.25,0.25,5800,0.25
"525",0.26,0.26,0.24,0.25,13900,0.25
"526",0.25,0.26,0.24,0.24,34700,0.24
"527",0.25,0.26,0.24,0.24,39300,0.24
"528",0.23,0.24,0.22,0.24,59200,0.24
"529",0.24,0.26,0.23,0.25,51400,0.25
"530",0.27,0.27,0.25,0.25,13400,0.25
"531",0.25,0.26,0.23,0.25,27500,0.25
"532",0.26,0.26,0.24,0.25,1800,0.25
"533",0.27,0.28,0.25,0.26,49300,0.26
"534",0.26,0.26,0.24,0.26,16800,0.26
"535",0.27,0.28,0.25,0.25,14100,0.25
"536",0.27,0.28,0.25,0.27,51000,0.27
"537",0.26,0.27,0.26,0.26,7800,0.26
"538",0.26,0.27,0.25,0.27,20000,0.27
"539",0.27,0.27,0.24,0.26,31500,0.26
"540",0.26,0.26,0.25,0.26,2800,0.26
"541",0.26,0.26,0.24,0.25,18000,0.25
"542",0.26,0.26,0.24,0.25,48700,0.25
"543",0.24,0.24,0.23,0.24,44600,0.24
"544",0.24,0.26,0.24,0.24,41700,0.24
"545",0.25,0.25,0.21,0.22,61600,0.22
"546",0.23,0.24,0.23,0.23,54100,0.23
"547",0.25,0.25,0.23,0.24,27900,0.24
"548",0.25,0.25,0.23,0.23,19100,0.23
"549",0.23,0.23,0.23,0.23,29700,0.23
"550",0.22,0.25,0.21,0.24,46800,0.24
"551",0.22,0.25,0.22,0.23,30300,0.23
"552",0.24,0.28,0.22,0.26,408300,0.26
"553",0.27,0.27,0.23,0.25,81200,0.25
"554",0.26,0.27,0.24,0.24,47700,0.24
"555",0.25,0.27,0.24,0.24,61900,0.24
"556",0.24,0.27,0.24,0.25,56100,0.25
"557",0.25,0.28,0.22,0.22,208200,0.22
"558",0.24,0.27,0.23,0.24,85200,0.24
"559",0.25,0.25,0.25,0.25,44700,0.25
"560",0.25,0.26,0.25,0.25,31000,0.25
"561",0.27,0.27,0.25,0.27,41400,0.27
"562",0.27,0.27,0.25,0.27,32100,0.27
"563",0.27,0.27,0.25,0.26,25300,0.26
"564",0.27,0.27,0.26,0.26,24300,0.26
"565",0.27,0.27,0.24,0.26,66900,0.26
"566",0.26,0.26,0.24,0.26,49300,0.26
"567",0.26,0.26,0.25,0.25,38700,0.25
"568",0.26,0.26,0.24,0.26,24500,0.26
"569",0.25,0.26,0.24,0.26,84200,0.26
"570",0.27,0.27,0.23,0.26,38400,0.26
"571",0.26,0.31,0.25,0.26,517500,0.26
"572",0.26,0.26,0.26,0.26,35400,0.26
"573",0.26,0.28,0.24,0.26,59400,0.26
"574",0.27,0.27,0.25,0.25,43300,0.25
"575",0.28,0.28,0.24,0.27,89600,0.27
"576",0.27,0.27,0.25,0.26,18800,0.26
"577",0.24,0.27,0.24,0.27,9200,0.27
"578",0.26,0.26,0.24,0.26,28700,0.26
"579",0.26,0.33,0.25,0.27,1086500,0.27
"580",0.26,0.27,0.24,0.25,376300,0.25
"581",0.25,0.27,0.25,0.25,249000,0.25
"582",0.25,0.27,0.24,0.27,216400,0.27
"583",0.27,0.27,0.25,0.26,85700,0.26
"584",0.25,0.26,0.25,0.26,56400,0.26
"585",0.26,0.26,0.25,0.26,113100,0.26
"586",0.26,0.26,0.25,0.25,78300,0.25
"587",0.25,0.25,0.24,0.24,49100,0.24
"588",0.25,0.25,0.24,0.25,79600,0.25
"589",0.25,0.27,0.23,0.24,391400,0.24
"590",0.24,0.25,0.24,0.24,176900,0.24
"591",0.25,0.25,0.24,0.25,67500,0.25
"592",0.25,0.25,0.24,0.24,141900,0.24
"593",0.25,0.25,0.24,0.24,59400,0.24
"594",0.24,0.25,0.22,0.22,205600,0.22
"595",0.22,0.24,0.2,0.22,217100,0.22
"596",0.22,0.22,0.16,0.17,454000,0.17
"597",0.18,0.19,0.15,0.15,434500,0.15
"598",0.16,0.25,0.16,0.17,1624000,0.17
"599",0.17,0.2,0.16,0.17,973000,0.17
"600",0.17,0.18,0.17,0.17,283700,0.17
"601",0.18,0.18,0.16,0.18,280000,0.18
"602",0.17,0.18,0.17,0.17,182200,0.17
"603",0.18,0.21,0.17,0.18,221600,0.18
"604",0.18,0.21,0.17,0.19,854900,0.19
"605",0.2,0.2,0.18,0.18,211700,0.18
"606",0.19,0.19,0.17,0.19,122100,0.19
"607",0.19,0.24,0.19,0.24,1736400,0.24
"608",0.23,0.24,0.2,0.21,634400,0.21
"609",0.23,0.23,0.2,0.22,271100,0.22
"610",0.26,0.26,0.2,0.22,146700,0.22
"611",0.21,0.22,0.2,0.22,100900,0.22
"612",0.22,0.22,0.21,0.22,181700,0.22
"613",0.22,0.24,0.21,0.21,231000,0.21
"614",0.21,0.22,0.2,0.21,126300,0.21
"615",0.21,0.21,0.2,0.2,94100,0.2
"616",0.21,0.21,0.2,0.21,126000,0.21
"617",0.2,0.21,0.2,0.2,146500,0.2
"618",0.2,0.23,0.19,0.2,1273000,0.2
"619",0.2,0.2,0.19,0.2,157000,0.2
"620",0.21,0.21,0.19,0.2,57300,0.2
"621",0.19,0.22,0.18,0.21,460200,0.21
"622",0.21,0.23,0.19,0.22,937400,0.22
"623",0.22,0.28,0.21,0.28,2056900,0.28
"624",0.25,0.28,0.22,0.22,1062200,0.22
"625",0.22,0.26,0.22,0.23,218000,0.23
"626",0.25,0.25,0.22,0.24,206300,0.24
"627",0.28,0.28,0.22,0.24,251700,0.24
"628",0.24,0.24,0.22,0.23,199500,0.23
"629",0.23,0.24,0.22,0.23,254200,0.23
"630",0.2,0.24,0.2,0.24,195500,0.24
"631",0.23,0.24,0.22,0.23,64600,0.23
"632",0.23,0.23,0.21,0.23,166200,0.23
"633",0.22,0.25,0.22,0.23,783500,0.23
"634",0.23,0.24,0.22,0.23,222000,0.23
"635",0.22,0.22,0.21,0.22,190900,0.22
"636",0.22,0.23,0.21,0.22,66900,0.22
"637",0.22,0.23,0.22,0.23,41200,0.23
"638",0.22,0.24,0.21,0.23,65400,0.23
"639",0.24,0.24,0.21,0.23,104100,0.23
"640",0.23,0.23,0.21,0.22,117600,0.22
"641",0.22,0.23,0.22,0.22,35800,0.22
"642",0.23,0.23,0.22,0.23,32600,0.23
"643",0.23,0.23,0.22,0.23,47900,0.23
"644",0.23,0.23,0.21,0.22,94600,0.22
"645",0.22,0.22,0.2,0.22,302900,0.22
"646",0.22,0.22,0.21,0.22,27500,0.22
"647",0.22,0.22,0.21,0.21,47000,0.21
"648",0.21,0.22,0.21,0.21,74400,0.21
"649",0.2,0.21,0.2,0.21,115000,0.21
"650",0.21,0.21,0.2,0.2,89400,0.2
"651",0.2,0.2,0.2,0.2,51900,0.2
"652",0.2,0.2,0.19,0.19,108100,0.19
"653",0.2,0.2,0.19,0.19,73100,0.19
"654",0.19,0.19,0.19,0.19,30600,0.19
"655",0.19,0.19,0.19,0.19,39900,0.19
"656",0.19,0.19,0.17,0.19,114400,0.19
"657",0.18,0.18,0.17,0.18,94300,0.18
"658",0.18,0.18,0.17,0.18,59400,0.18
"659",0.18,0.2,0.18,0.18,188800,0.18
"660",0.2,0.2,0.18,0.18,183600,0.18
"661",0.17,0.19,0.17,0.18,62200,0.18
"662",0.19,0.2,0.17,0.19,269800,0.19
"663",0.19,0.19,0.18,0.19,78800,0.19
"664",0.17,0.18,0.17,0.18,72400,0.18
"665",0.19,0.19,0.18,0.18,52800,0.18
"666",0.18,0.19,0.18,0.18,77300,0.18
"667",0.18,0.18,0.18,0.18,56700,0.18
"668",0.18,0.19,0.18,0.18,101600,0.18
"669",0.19,0.19,0.18,0.18,37500,0.18
"670",0.19,0.19,0.18,0.18,97000,0.18
"671",0.19,0.19,0.18,0.18,265700,0.18
"672",0.19,0.21,0.19,0.19,260300,0.19
"673",0.2,0.2,0.18,0.19,78000,0.19
"674",0.19,0.19,0.18,0.19,82700,0.19
"675",0.19,0.19,0.17,0.19,118100,0.19
"676",0.17,0.19,0.17,0.19,75300,0.19
"677",0.18,0.2,0.18,0.19,62700,0.19
"678",0.2,0.2,0.18,0.19,88000,0.19
"679",0.18,0.2,0.18,0.2,698000,0.2
"680",0.2,0.2,0.19,0.19,85000,0.19
"681",0.19,0.2,0.18,0.19,108800,0.19
"682",0.2,0.2,0.19,0.19,156700,0.19
"683",0.2,0.2,0.19,0.2,36000,0.2
"684",0.2,0.2,0.19,0.2,50000,0.2
"685",0.2,0.2,0.19,0.2,131700,0.2
"686",0.2,0.2,0.19,0.2,52600,0.2
"687",0.2,0.2,0.2,0.2,112900,0.2
"688",0.2,0.2,0.19,0.2,21500,0.2
"689",0.2,0.2,0.16,0.17,506700,0.17
"690",0.18,0.18,0.17,0.17,164200,0.17
"691",0.18,0.18,0.17,0.17,123800,0.17
"692",0.18,0.18,0.17,0.18,107900,0.18
"693",0.17,0.18,0.17,0.17,73200,0.17
"694",0.18,0.18,0.17,0.17,47400,0.17
"695",0.17,0.17,0.17,0.17,61700,0.17
"696",0.17,0.17,0.17,0.17,55500,0.17
"697",0.17,0.22,0.17,0.18,1914200,0.18
"698",0.19,0.19,0.17,0.17,259700,0.17
"699",0.18,0.18,0.17,0.17,146400,0.17
"700",0.17,0.18,0.17,0.17,109600,0.17
"701",0.17,0.17,0.17,0.17,72400,0.17
"702",0.17,0.17,0.16,0.16,204900,0.16
"703",0.17,0.17,0.16,0.16,100400,0.16
"704",0.18,0.18,0.16,0.16,156000,0.16
"705",0.17,0.17,0.15,0.16,325100,0.16
"706",0.16,0.16,0.16,0.16,149200,0.16
"707",0.16,0.17,0.16,0.16,86000,0.16
"708",0.17,0.17,0.16,0.16,85500,0.16
"709",0.16,0.17,0.16,0.16,118300,0.16
"710",0.16,0.18,0.16,0.16,160600,0.16
"711",0.16,0.21,0.16,0.17,141700,0.17
"712",0.17,0.18,0.16,0.17,101400,0.17
"713",0.18,0.18,0.16,0.17,52400,0.17
"714",0.16,0.17,0.16,0.16,62200,0.16
"715",0.18,0.18,0.16,0.16,46400,0.16
"716",0.17,0.17,0.16,0.17,62600,0.17
"717",0.16,0.17,0.16,0.17,100300,0.17
"718",0.17,0.18,0.16,0.17,85100,0.17
"719",0.16,0.18,0.16,0.16,37800,0.16
"720",0.17,0.21,0.16,0.18,1231100,0.18
"721",0.19,0.24,0.18,0.2,2456000,0.2
"722",0.21,0.21,0.19,0.19,382600,0.19
"723",0.17,0.19,0.17,0.18,239400,0.18
"724",0.18,0.2,0.17,0.19,425700,0.19
"725",0.17,0.19,0.17,0.18,224600,0.18
"726",0.18,0.18,0.17,0.18,133100,0.18
"727",0.17,0.18,0.17,0.18,150400,0.18
"728",0.18,0.19,0.17,0.18,175000,0.18
"729",0.17,0.18,0.17,0.18,113400,0.18
"730",0.17,0.18,0.17,0.18,46900,0.18
"731",0.18,0.19,0.18,0.19,70500,0.19
"732",0.19,0.25,0.18,0.18,78800,0.18
"733",0.19,0.19,0.18,0.19,91100,0.19
"734",0.19,0.19,0.17,0.18,153600,0.18
"735",0.18,0.18,0.17,0.18,68300,0.18
"736",0.18,0.18,0.17,0.17,95400,0.17
"737",0.18,0.18,0.17,0.17,58800,0.17
"738",0.17,0.17,0.17,0.17,94600,0.17
"739",0.17,0.17,0.16,0.17,103900,0.17
"740",0.16,0.17,0.16,0.17,42000,0.17
"741",0.17,0.18,0.17,0.17,99200,0.17
"742",0.18,0.19,0.17,0.19,337200,0.19
"743",0.17,0.19,0.17,0.18,164100,0.18
"744",0.19,0.19,0.18,0.18,40200,0.18
"745",0.17,0.18,0.17,0.18,55200,0.18
"746",0.18,0.18,0.17,0.18,82700,0.18
"747",0.17,0.18,0.17,0.18,94400,0.18
"748",0.17,0.19,0.17,0.18,240500,0.18
"749",0.19,0.19,0.18,0.19,32700,0.19
"750",0.18,0.19,0.18,0.18,77700,0.18
"751",0.19,0.19,0.17,0.19,54400,0.19
"752",0.19,0.19,0.17,0.17,206300,0.17
"753",0.18,0.18,0.17,0.18,43100,0.18
"754",0.18,0.18,0.17,0.18,102300,0.18
"755",0.17,0.18,0.17,0.18,66200,0.18
"756",0.18,0.18,0.17,0.17,160400,0.17
"757",0.17,0.17,0.17,0.17,172500,0.17
"758",0.17,0.2,0.17,0.2,1356000,0.2
"759",0.77,1.45,0.41,0.47,39309300,0.47
"760",0.48,0.59,0.41,0.58,9547500,0.58
"761",0.59,0.66,0.5,0.51,3870700,0.51
"762",0.49,0.56,0.43,0.47,2007100,0.47
"763",0.45,0.55,0.43,0.53,4343300,0.53
"764",0.62,0.62,0.44,0.49,2500700,0.49
"765",0.46,0.49,0.43,0.44,1434900,0.44
"766",0.44,0.46,0.42,0.43,773800,0.43
"767",0.44,0.46,0.38,0.41,1982600,0.41
"768",0.4,0.41,0.33,0.37,1240300,0.37
"769",0.37,0.37,0.31,0.36,995200,0.36
"770",0.36,0.41,0.34,0.37,908200,0.37
"771",0.37,0.4,0.37,0.38,569200,0.38
"772",0.39,0.39,0.36,0.37,531500,0.37
"773",0.36,0.4,0.34,0.37,849300,0.37
"774",0.37,0.38,0.34,0.34,310000,0.34
"775",0.36,0.36,0.32,0.34,372700,0.34
"776",0.34,0.36,0.33,0.33,345600,0.33
"777",0.33,0.36,0.31,0.34,599400,0.34
"778",0.36,0.36,0.32,0.33,272400,0.33
"779",0.31,0.35,0.31,0.33,251900,0.33
"780",0.3,0.33,0.29,0.31,458500,0.31
"781",0.31,0.33,0.28,0.32,800700,0.32
"782",0.32,0.34,0.28,0.28,633600,0.28
"783",0.27,0.29,0.26,0.28,391800,0.28
"784",0.27,0.32,0.27,0.32,1082400,0.32
"785",0.28,0.35,0.28,0.33,856700,0.33
"786",0.35,0.35,0.3,0.33,399200,0.33
"787",0.32,0.35,0.31,0.32,205200,0.32
"788",0.33,0.34,0.32,0.33,186100,0.33
"789",0.35,0.35,0.32,0.32,379100,0.32
"790",0.32,0.35,0.31,0.34,430200,0.34
"791",0.35,0.45,0.33,0.4,3134300,0.4
"792",0.44,0.47,0.4,0.42,2508000,0.42
"793",0.44,0.44,0.38,0.39,1049600,0.39
"794",0.4,0.4,0.34,0.36,710700,0.36
"795",0.34,0.39,0.34,0.38,610100,0.38
"796",0.35,0.39,0.35,0.36,658900,0.36
"797",0.36,0.38,0.36,0.37,300700,0.37
"798",0.37,0.39,0.37,0.39,502900,0.39
"799",0.39,0.43,0.38,0.4,904300,0.4
"800",0.39,0.39,0.36,0.38,497200,0.38
"801",0.38,0.38,0.35,0.37,625400,0.37
"802",0.38,0.38,0.35,0.35,446900,0.35
"803",0.36,0.37,0.31,0.37,352500,0.37
"804",0.38,0.38,0.36,0.37,221500,0.37
"805",0.37,0.37,0.35,0.36,506600,0.36
"806",0.36,0.37,0.33,0.33,427600,0.33
"807",0.36,0.38,0.32,0.33,717500,0.33
"808",0.35,0.35,0.32,0.33,472300,0.33
"809",0.33,0.37,0.33,0.34,586500,0.34
"810",0.35,0.36,0.34,0.34,422800,0.34
"811",0.34,0.35,0.32,0.33,185600,0.33
"812",0.33,0.34,0.33,0.33,172300,0.33
"813",0.33,0.35,0.33,0.33,271900,0.33
"814",0.33,0.34,0.33,0.33,158800,0.33
"815",0.33,0.33,0.3,0.3,300900,0.3
"816",0.31,0.32,0.3,0.32,117700,0.32
"817",0.33,0.33,0.31,0.32,151200,0.32
"818",0.3,0.31,0.25,0.28,646300,0.28
"819",0.28,0.3,0.26,0.27,372500,0.27
"820",0.27,0.3,0.26,0.28,190300,0.28
"821",0.29,0.31,0.27,0.28,318300,0.28
"822",0.29,0.3,0.26,0.28,351400,0.28
"823",0.28,0.3,0.27,0.28,376700,0.28
"824",0.29,0.33,0.27,0.29,1027600,0.29
"825",0.3,0.32,0.28,0.31,651600,0.31
"826",0.33,0.33,0.3,0.31,369300,0.31
"827",0.3,0.32,0.29,0.31,302200,0.31
"828",0.31,0.33,0.29,0.3,259600,0.3
"829",0.29,0.33,0.29,0.31,216900,0.31
"830",0.32,0.35,0.3,0.32,1488500,0.32
"831",0.32,0.32,0.3,0.3,204200,0.3
"832",0.31,0.33,0.3,0.31,299600,0.31
"833",0.31,0.32,0.3,0.31,231900,0.31
"834",0.31,0.31,0.28,0.3,339300,0.3
"835",0.3,0.3,0.27,0.28,364300,0.28
"836",0.28,0.28,0.27,0.28,211800,0.28
"837",0.28,0.28,0.27,0.27,77400,0.27
"838",0.27,0.29,0.26,0.27,419100,0.27
"839",0.28,0.28,0.26,0.27,357800,0.27
"840",0.28,0.29,0.26,0.27,410800,0.27
"841",0.28,0.31,0.26,0.28,1422900,0.28
"842",0.27,0.27,0.27,0.27,159800,0.27
"843",0.27,0.27,0.26,0.26,199400,0.26
"844",0.26,0.28,0.26,0.27,293800,0.27
"845",0.27,0.27,0.26,0.26,153500,0.26
"846",0.29,0.29,0.27,0.27,114900,0.27
"847",0.28,0.28,0.27,0.28,139400,0.28
"848",0.28,0.28,0.26,0.27,295400,0.27
"849",0.27,0.28,0.26,0.27,140500,0.27
"850",0.27,0.27,0.27,0.27,86300,0.27
"851",0.28,0.28,0.27,0.28,78100,0.28
"852",0.29,0.32,0.26,0.28,938000,0.28
"853",0.28,0.28,0.26,0.28,309000,0.28
"854",0.27,0.3,0.27,0.28,176600,0.28
"855",0.27,0.29,0.27,0.28,62900,0.28
"856",0.29,0.29,0.27,0.29,34600,0.29
"857",0.29,0.29,0.27,0.28,156800,0.28
"858",0.28,0.28,0.27,0.28,66100,0.28
"859",0.27,0.28,0.27,0.27,87200,0.27
"860",0.27,0.27,0.27,0.27,121700,0.27
"861",0.27,0.27,0.24,0.26,535600,0.26
"862",0.26,0.26,0.25,0.25,111600,0.25
"863",0.25,0.26,0.25,0.26,113200,0.26
"864",0.26,0.26,0.25,0.26,103500,0.26
"865",0.25,0.27,0.25,0.25,118200,0.25
"866",0.25,0.26,0.25,0.25,100100,0.25
"867",0.25,0.26,0.25,0.25,160400,0.25
"868",0.26,0.26,0.25,0.25,86000,0.25
