"","aic1","rmse1","mabso1"
"1",-3628.48396406527,0.0815502918975663,0.0438936606074237
"2",-3626.03440594644,0.0816483309867518,0.043914006718004
"3",-3617.41630925806,0.0819363064441864,0.0438736368416568
"4",-3634.55786794621,0.08187314338513,0.0443183896457573
