"","hhid","prov","male","age","edu","marriage","edu_par","risk_aver","risk_p","rate_p","inf_p","risk_div","knowledge","finnews","house","project","stock","fund","bond","finmag","deriv","gold","nonrmb","fin_asset","risk_asset","risk_asset_per","stock_per","fin_market","stock_v","bond_v","fund_v","finmag_v","deriv_v","gold_v","nonrmb_v","cash","save","deposit","total_income","rural","industry","pension","busi_pe"
"311","2015012837","江苏省",1,48,3,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,2000,40000,0,11.1201495079781,0,3,1,0
"312","2013009950","江苏省",1,41,3,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8197782844103,0,NA,0,0
"313","2013010784","浙江省",1,61,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103800,0,0,0,0,0,0,0,0,0,0,0,2000,1800,1e+05,9.35982014333409,1,NA,1,0
"314","2013008938","上海市",0,44,7,2,0,2,1,0,1,0,2,3,0,0,1,0,0,0,0,0,0,255000,50000,0.196078431372549,1,1,50000,0,0,0,0,0,0,5000,2e+05,0,12.9703677072082,0,7,1,0
"315","201103049","江苏省",1,50,4,2,0,4,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,155000,0,0,0,0,0,0,0,0,0,0,0,5000,1e+05,50000,10.5764320257786,0,NA,1,0
"316","2015012735","江苏省",1,41,4,2,0,4,1,1,1,1,4,1,0,0,0,0,0,1,0,0,0,106000,6000,0.0566037735849057,0,1,0,0,0,6000,0,0,0,5000,10000,85000,8.61304867705976,0,NA,1,0
"317","2017006724","江苏省",0,71,2,2,0,5,0,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,11.064886829303,0,NA,1,0
"318","2013010971","浙江省",1,51,3,2,0,5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,56950,0,0,0,0,0,0,0,0,0,0,0,500,17897,38553,10.9203642245891,0,7777,1,0
"319","2017006742","上海市",1,47,3,2,1,6,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,11.3644254566518,0,7,0,0
"320","2013008519","上海市",1,55,4,2,0,5,1,0,NA,0,1,1,0,0,0,0,0,1,0,0,0,98733,63733,0.645508593884517,0,1,0,0,0,63733,0,0,0,5000,30000,0,11.9531977145838,0,12,1,0
"321","201103555","浙江省",0,67,1,6,0,4,0,1,0,NA,1,2,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,10.1926809823118,1,NA,1,0
"322","2015014382","浙江省",1,72,2,6,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.99466883550067,1,17,1,0
"323","2017006805","江苏省",1,76,2,2,0,5,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,10600,0,0,0,0,0,0,0,0,0,0,0,600,10000,0,9.84347212012614,0,NA,1,0
"324","2017006814","江苏省",1,40,7,2,2,5,1,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,0,0,0,0,0,0,8000,20000,50000,11.5652332445936,0,17,1,0
"325","2017006869","浙江省",1,80,1,2,0,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,550,130,0,9.55396235088976,0,15,0,0
"326","2013009555","江苏省",1,60,7,2,0,5,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,106423,5399,0.0507315148041307,0,1,0,5399,0,0,0,0,0,1000,80024,20000,10.9257961308539,0,7,1,0
"327","2015013678","浙江省",1,85,2,2,0,4,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,5000,50000,0,11.8219971401005,0,NA,1,0
"328","2013007823","上海市",1,62,3,2,0,1,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,104000,0,0,0,0,0,0,0,0,0,0,0,4000,0,1e+05,12.1468532858702,0,NA,1,0
"329","2015014223","浙江省",0,62,2,2,0,5,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,18500,0,0,0,0,0,0,0,0,0,0,0,3500,0,15000,11.1875415253344,0,NA,1,0
"330","2015011639","上海市",1,27,7,2,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,265000,0,0,0,0,0,0,0,0,0,0,0,5000,2e+05,60000,12.6240063631097,0,5,1,0
"331","2015015390","浙江省",1,43,3,2,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,30000,3e+05,0,13.3455869255187,1,NA,1,0
"332","2017006912","上海市",1,50,3,2,2,4,1,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,1000,20000,0,11.4934367883864,0,3,1,0
"333","2017006920","浙江省",1,51,2,2,1,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,2000,3000,0,11.1564005097826,0,NA,0,0
"334","2017006930","上海市",1,62,3,2,0,6,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,101000,0,0,0,0,0,0,0,0,0,0,0,1000,1e+05,0,11.5164193542245,1,NA,1,0
"335","2015012259","江苏省",1,57,4,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,10000,25000,0,12.5499725854802,0,4,1,0
"336","2017006989","上海市",1,40,6,2,3,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,193922,0,0,0,0,0,0,0,0,0,0,0,200,0,193722,12.978275532415,0,7777,1,0
"337","2017006995","上海市",1,46,3,2,1,6,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4906798560229,1,7,1,0
"338","201102885","江苏省",1,62,2,2,0,5,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0,2000,30000,30000,11.0574557055015,1,NA,1,0
"339","2017007059","浙江省",0,69,4,6,0,4,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,46000,0,0,0,0,0,0,0,0,0,0,0,1000,45000,0,10.1855601713796,0,NA,1,0
"340","2013009740","江苏省",1,70,3,2,0,5,0,1,1,NA,2,0,0,0,0,0,0,0,0,0,0,205000,0,0,0,0,0,0,0,0,0,0,0,5000,0,2e+05,11.8981878657609,0,NA,1,0
"341","2017007140","浙江省",0,26,7,1,3,2,1,NA,NA,1,2,3,0,0,0,1,0,0,0,0,0,40000,20000,0.5,0,1,0,0,20000,0,0,0,0,0,20000,0,11.3547500300044,0,9,1,0
"342","2017007154","江苏省",0,74,2,6,0,5,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,1000,3000,0,8.0098614569045,1,NA,0,0
"343","2013009301","江苏省",1,28,7,2,0,3,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,47000,0,0,0,0,0,0,0,0,0,0,0,2000,45000,0,12.2744716740606,0,6,1,1
"344","2015010674","上海市",1,67,3,2,0,4,1,1,1,1,4,4,0,0,1,1,0,0,0,0,0,107000,55000,0.514018691588785,0.727272727272727,1,40000,0,15000,0,0,0,0,2000,50000,0,11.4483442762557,0,NA,1,0
"345","2015011049","上海市",0,64,3,2,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,57500,0,0,0,0,0,0,0,0,0,0,0,2500,55000,0,11.4636564361634,0,NA,1,0
"346","2015014739","浙江省",1,61,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43008,0,0,0,0,0,0,0,0,0,0,0,2703,40305,0,10.1222642392108,1,NA,1,0
"347","2017007295","浙江省",0,50,7,2,2,3,1,NA,NA,1,2,3,0,0,1,0,0,0,0,0,0,20000,0,0,0,1,0,0,0,0,0,0,0,0,20000,0,12.3066869155628,0,16,1,1
"348","201103356","浙江省",1,47,7,2,0,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,383000,0,0,0,0,0,0,0,0,0,0,0,3000,130000,250000,12.696200541517,0,19,1,1
"349","2013009729","江苏省",1,61,3,2,0,5,1,1,0,1,3,1,0,0,1,0,0,1,0,0,0,494056,253000,0.512087698560487,0.1699604743083,1,43000,0,0,210000,0,0,0,4500,16556,220000,11.5996346283292,0,NA,1,0
"350","2017007354","江苏省",1,35,7,2,0,3,1,NA,NA,1,2,2,0,0,0,0,0,0,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,20000,4e+05,0,13.7516832505209,0,17,1,0
"351","2013010901","浙江省",1,33,7,2,0,4,1,1,0,1,3,2,0,0,0,0,0,0,0,1,0,35000,20000,0.571428571428571,0,1,0,0,0,0,0,20000,0,5000,10000,0,12.137445778484,0,10,1,0
"352","2017007374","上海市",1,67,3,2,0,5,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,13000,13000,0,11.2338132329793,0,NA,1,0
"353","2017007376","浙江省",0,79,2,2,0,3,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,2000,30000,0,10.6988528164814,0,NA,1,0
"354","201102865","江苏省",1,64,2,2,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,5000,40000,75000,11.4165246906839,0,7777,1,0
"355","2013011023","浙江省",1,41,5,2,0,4,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,1000,10000,0,10.2122949066029,0,7,1,0
"356","2015013819","浙江省",1,53,3,2,0,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,5000,50000,0,11.5817983292566,0,3,1,0
"357","2017007450","上海市",0,81,2,6,0,5,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,10.6565179036348,0,NA,1,0
"358","201102386","上海市",1,39,3,1,0,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,92000,0,0,0,0,0,0,0,0,0,0,0,2000,50000,40000,10.5206981670061,0,NA,0,0
"359","2015012879","江苏省",1,69,2,2,0,4,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,400,0,0,10.3385114628858,0,NA,1,0
"360","2013011681","浙江省",1,81,2,2,0,5,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,8.63692987301857,1,NA,1,0
"361","201103597","浙江省",1,49,2,2,0,5,1,1,0,NA,2,1,0,0,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,1500,15000,0,10.8386491051605,1,NA,1,0
"362","2017007506","浙江省",1,37,3,2,3,4,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,4000,50000,0,12.2069472629408,0,8,0,0
"363","201102826","江苏省",1,29,6,1,0,3,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,205500,0,0,0,0,0,0,0,0,0,0,0,5500,0,2e+05,12.5877845330145,0,5,1,0
"364","2015011858","江苏省",1,67,4,2,0,5,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,210000,105000,0.5,0.952380952380952,1,1e+05,0,5000,0,0,0,0,5000,0,1e+05,11.4243892897027,0,NA,1,0
"365","2013008194","上海市",1,68,3,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,11.4658338574364,0,NA,1,0
"366","2017007531","上海市",1,34,4,2,3,4,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,1000,50000,0,11.4739247276205,0,8,1,0
"367","2015014805","浙江省",1,38,3,2,0,6,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,500,500,0,11.0021290074456,0,3,0,0
"368","2017007542","浙江省",1,28,7,2,3,1,1,NA,NA,1,2,2,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,12.2266151950948,0,14,1,1
"369","2017007623","浙江省",1,37,5,2,2,5,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,12.9662684754682,0,NA,1,0
"370","2015011366","上海市",1,69,2,2,0,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,101100,50000,0.494559841740851,0,1,0,0,0,50000,0,0,0,800,300,50000,10.8958324474429,0,NA,1,0
"371","2015014445","浙江省",1,67,2,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,1000,10000,0,11.2884685515735,1,3,0,0
"372","2013009014","上海市",1,51,3,2,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.780881757173,0,17,1,0
"373","201102791","江苏省",1,42,3,2,0,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,500,1500,0,10.1268410818034,0,3,1,0
"374","201102719","上海市",1,72,2,2,0,5,NA,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,43500,0,0,0,0,0,0,0,0,0,0,0,500,43000,0,10.6770735161675,0,NA,1,0
"375","2013011130","浙江省",1,61,3,2,0,4,NA,1,NA,NA,1,2,0,1,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,600,6000,0,13.1296805415446,0,NA,1,0
"376","2017007872","上海市",1,88,2,2,0,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,55370,0,0,0,0,0,0,0,0,0,0,0,1391,53979,0,12.1473249087235,1,NA,1,0
"377","2013008531","上海市",0,57,4,2,0,5,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0,10000,2000,50000,11.5968713146955,0,NA,1,0
"378","2017007881","浙江省",1,54,6,2,1,4,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,11.3833860936152,0,19,1,0
"379","2017007893","浙江省",1,39,2,2,2,4,1,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,10.4891747929659,0,NA,1,0
"380","2013008028","上海市",1,44,6,2,0,4,1,1,1,NA,3,2,0,0,0,0,0,0,0,0,0,26871,0,0,0,0,0,0,0,0,0,0,0,5885,20986,0,12.0881809027935,0,6,1,0
"381","2015013514","浙江省",1,33,3,2,0,3,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,152000,0,0,0,0,0,0,0,0,0,0,0,2000,1e+05,50000,11.2398035438498,0,3,1,0
"382","201103605","浙江省",0,69,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27239839257005,0,NA,1,0
"383","2015011944","江苏省",1,66,6,2,0,5,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,303000,0,0,0,0,0,0,0,0,0,0,0,3000,50000,250000,11.9824602343183,0,NA,1,0
"384","2017007947","江苏省",1,77,2,2,0,5,1,NA,NA,1,2,0,0,1,0,0,0,0,0,0,0,209221,0,0,0,0,0,0,0,0,0,0,0,3000,25075,181146,12.8782564660292,0,NA,1,0
"385","2013008510","上海市",1,59,4,2,0,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,360000,0,0,0,1,0,0,0,0,0,0,0,10000,350000,0,12.539773187409,0,NA,1,0
"386","2015013988","浙江省",1,60,1,2,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,10.5233917713284,1,1,0,0
"387","2017007977","江苏省",1,46,3,2,2,5,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,1500,3000,0,11.3451042679698,1,5,1,0
"388","2015014505","浙江省",1,21,5,1,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,2500,5500,0,12.2061688908984,0,3,1,1
"389","2017007996","浙江省",1,41,7,2,7,1,1,NA,NA,1,2,0,0,0,1,1,0,0,0,0,0,169220,164220,0.970452665169602,0.913408841797589,1,150000,0,14220,0,0,0,0,5000,0,0,11.4784271835626,0,4,1,0
"390","2015014618","浙江省",0,69,2,2,0,6,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,12.3613655299362,0,NA,1,0
"391","2015014273","浙江省",1,54,3,2,0,5,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,11.3705897131875,1,3,1,0
"392","2013010551","浙江省",1,73,4,2,0,4,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,500,0,10.9613082281669,0,NA,1,0
"393","2013011679","浙江省",1,54,1,6,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,9.11052003669397,1,NA,1,0
"394","2017008077","浙江省",1,64,3,2,0,5,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,501000,0,0,0,0,0,0,0,0,0,0,0,1000,0,5e+05,10.8541797111276,0,NA,0,0
"395","2017008087","上海市",1,65,3,2,0,3,1,NA,NA,0,1,0,0,0,1,NA,0,0,0,0,0,63950,0,0,0,NA,0,0,0,0,0,0,0,1000,0,62950,12.2138287391214,0,NA,1,0
"396","2015014474","浙江省",1,54,3,2,0,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,10.0858091093301,0,3,1,0
"397","201102849","江苏省",1,65,3,2,0,5,1,1,0,NA,2,1,0,0,0,0,0,0,0,0,0,524000,0,0,0,0,0,0,0,0,0,0,0,4000,20000,5e+05,9.79923753116233,0,NA,1,0
"398","2017008168","江苏省",1,67,3,2,0,4,0,NA,NA,1,1,2,0,0,1,0,0,0,0,0,0,246000,52000,0.211382113821138,1,1,52000,0,0,0,0,0,0,4000,40000,150000,11.8450310387239,0,NA,1,0
"399","201102437","上海市",1,83,1,6,0,5,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,480000,180000,0.375,0,1,0,0,180000,0,0,0,0,0,3e+05,0,11.0951347071714,0,NA,1,0
"400","2017008176","上海市",0,60,6,2,1,3,1,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,120817,0,0,0,0,0,0,0,0,0,0,0,500,120317,0,11.8809594160473,0,NA,1,0
"401","2015014640","浙江省",1,61,2,2,0,5,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3710977508543,1,NA,1,0
"402","2013009570","江苏省",1,75,6,6,0,5,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,6691,0,0,0,0,0,0,0,0,0,0,0,6691,0,0,10.77895628989,1,NA,1,0
"403","2013008251","上海市",1,63,3,2,0,5,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.47210347045,0,NA,1,0
"404","2017008328","上海市",1,55,4,2,2,3,0,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,2400,4000,0,10.6241039750856,0,NA,1,1
"405","2017008344","上海市",0,78,6,6,0,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,10.4912742174382,0,NA,1,0
"406","2017008350","上海市",0,21,6,1,3,3,1,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,500,1000,0,1.25276296849537,0,17,0,0
"407","2017008423","浙江省",1,49,7,2,3,6,1,NA,NA,1,2,0,0,0,1,0,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,100,0,0,11.3385720778255,0,8,1,0
"408","2017008463","上海市",1,66,3,2,0,5,1,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,10.4222813459513,1,NA,1,0
"409","2015013897","浙江省",0,73,1,2,0,3,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,153580,0,0,0,0,0,0,0,0,0,0,0,3580,0,150000,10.0454210484248,0,NA,1,0
"410","201102449","上海市",1,75,6,2,0,3,1,0,0,1,2,3,0,0,0,1,0,0,0,0,0,1330000,8e+05,0.601503759398496,0,1,0,0,8e+05,0,0,0,0,10000,20000,5e+05,12.1203513451247,0,NA,1,0
"411","2017008509","上海市",0,63,3,2,0,2,1,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,0,0,0,86,34,0,12.0788875013755,0,NA,1,0
"412","2017008511","浙江省",1,47,3,2,1,4,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,51244,0,0,0,0,0,0,0,0,0,0,0,5000,46244,0,11.5145426722104,0,NA,1,0
"413","2015014559","浙江省",1,71,4,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,11.225516688503,0,NA,1,0
"414","2017008561","浙江省",1,57,3,2,1,4,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,11.2347976053233,0,3,1,0
"415","2013009441","江苏省",0,67,6,2,0,4,1,1,0,NA,2,1,0,0,0,0,0,0,0,0,0,83424,0,0,0,0,0,0,0,0,0,0,0,3000,13537,66887,11.3742458429251,0,NA,1,0
"416","2017008583","上海市",1,58,3,2,1,5,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,180500,0,0,0,0,0,0,0,0,0,0,0,500,0,180000,11.6413186797386,0,7,1,0
"417","2017008605","江苏省",1,44,4,2,2,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,37002,0,0,0,0,0,0,0,0,0,0,0,1000,36002,0,8.54208224050438,0,5,0,0
"418","2015012206","江苏省",1,34,5,2,0,4,1,1,0,1,3,2,0,0,0,1,0,0,0,0,0,33000,10000,0.303030303030303,0,1,0,0,10000,0,0,0,0,3000,20000,0,11.5361535910894,0,3,1,1
"419","2017008660","浙江省",1,56,3,2,2,5,1,NA,NA,1,2,2,1,0,0,0,0,1,0,0,0,311400,151400,0.486191393705845,0,1,0,0,0,151400,0,0,0,0,10000,150000,12.1352101702799,0,15,1,0
"420","2013011304","浙江省",1,48,3,2,0,6,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,1000,4000,50000,10.430137311649,1,NA,0,0
"421","201102873","江苏省",1,67,4,2,0,5,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,0,9.40013394360884,0,NA,1,0
"422","2015012389","江苏省",1,51,3,2,0,6,1,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,10.7232673840294,1,NA,1,0
"423","2017008772","浙江省",0,34,7,2,4,2,1,NA,NA,1,2,2,0,0,0,0,0,0,0,0,0,4704,0,0,0,0,0,0,0,0,0,0,0,2000,2704,0,12.3826421440352,0,19,1,1
"424","201103390","浙江省",1,80,2,2,0,4,NA,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,9.11471014096093,1,NA,1,0
"425","2015010810","上海市",1,63,3,2,0,3,1,0,0,1,2,3,0,0,1,0,0,1,0,0,0,811000,670000,0.826140567200986,0.552238805970149,1,370000,0,0,3e+05,0,0,0,10000,131000,0,12.3702068946964,0,NA,1,1
"426","2015012408","江苏省",1,64,1,2,0,6,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,10.8243478281247,1,NA,1,1
"427","2015015267","浙江省",1,55,3,2,0,6,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,10.8789901440421,1,4,1,0
"428","2017008801","上海市",1,81,2,6,0,6,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1105017219205,0,NA,1,0
"429","2015012847","江苏省",1,62,2,2,0,5,NA,1,0,NA,1,0,0,0,0,0,1,0,0,0,0,113500,50000,0.440528634361233,0,1,0,50000,0,0,0,0,0,3500,5000,55000,10.7842236429964,0,NA,1,0
"430","2013009515","江苏省",0,46,3,6,0,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,2000,1000,50000,9.38877940150591,0,NA,1,0
"431","201103431","浙江省",1,52,3,2,0,3,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,1e+05,150000,1e+05,11.9318002599883,1,NA,1,0
"432","2015012683","江苏省",1,53,3,2,0,6,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2362624590009,1,5,1,0
"433","2017008940","上海市",1,66,3,2,0,3,1,NA,NA,1,2,3,0,0,0,0,0,0,0,0,0,9933,0,0,0,0,0,0,0,0,0,0,0,4000,5933,0,11.5027212346998,0,NA,1,0
"434","2015014787","浙江省",1,41,6,2,0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,115500,10000,0.0865800865800866,0,1,0,0,10000,0,0,0,0,5500,1e+05,0,11.793582922485,0,8,1,0
"435","2017008990","上海市",1,30,6,2,3,4,1,NA,NA,0,1,2,1,0,1,0,0,0,0,0,0,102000,0,0,0,1,0,0,0,0,0,0,0,2000,1e+05,0,12.2469746368506,0,9,1,0
"436","2013009584","江苏省",1,61,1,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,70,1073,0,7.6205852233628,1,NA,1,0
"437","2017009002","上海市",1,62,3,2,0,4,1,NA,NA,1,2,3,0,0,1,0,0,0,0,0,0,601173,3e+05,0.49902440728376,1,1,3e+05,0,0,0,0,0,0,1173,3e+05,0,10.8005954649935,0,NA,1,0
"438","2013011690","浙江省",1,77,1,2,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,351,0,0,7.98002359231065,1,NA,0,0
"439","2017009021","江苏省",1,82,6,2,0,1,1,NA,NA,1,2,4,0,0,1,0,0,0,0,0,0,204633,140000,0.684151627547854,1,1,140000,0,0,0,0,0,0,500,64133,0,10.5323485759454,0,NA,1,0
