"","CPHI.Open","CPHI.High","CPHI.Low","CPHI.Close","CPHI.Volume","CPHI.Adjusted"
"130",0.22,0.25,0.22,0.24,341500,0.24
"131",0.26,0.26,0.25,0.26,175500,0.26
"132",0.26,0.26,0.25,0.25,108200,0.25
"133",0.26,0.26,0.25,0.26,69800,0.26
"134",0.25,0.26,0.25,0.25,39200,0.25
"135",0.26,0.27,0.25,0.25,114900,0.25
"136",0.26,0.26,0.24,0.24,78400,0.24
"137",0.25,0.25,0.23,0.24,132400,0.24
"138",0.22,0.25,0.22,0.25,71500,0.25
"139",0.25,0.25,0.22,0.24,84600,0.24
"140",0.24,0.25,0.24,0.24,42500,0.24
"141",0.25,0.25,0.22,0.24,151400,0.24
"142",0.25,0.25,0.23,0.24,115900,0.24
"143",0.23,0.25,0.23,0.25,162200,0.25
"144",0.26,0.27,0.25,0.26,526100,0.26
"145",0.28,0.28,0.25,0.26,221600,0.26
"146",0.26,0.27,0.25,0.26,128700,0.26
"147",0.27,0.27,0.25,0.26,75100,0.26
"148",0.26,0.28,0.25,0.26,93200,0.26
"149",0.26,0.26,0.25,0.26,33700,0.26
"150",0.22,0.26,0.22,0.24,151500,0.24
"151",0.25,0.25,0.24,0.24,86900,0.24
"152",0.24,0.24,0.22,0.24,127900,0.24
"153",0.23,0.25,0.23,0.24,50700,0.24
"154",0.25,0.25,0.23,0.24,33100,0.24
"155",0.24,0.25,0.23,0.24,51600,0.24
"156",0.24,0.25,0.24,0.25,92800,0.25
"157",0.26,0.26,0.22,0.23,206500,0.23
"158",0.22,0.23,0.22,0.23,69500,0.23
"159",0.23,0.23,0.22,0.22,79600,0.22
"160",0.23,0.23,0.22,0.23,120300,0.23
"161",0.22,0.24,0.22,0.23,98200,0.23
"162",0.25,0.25,0.23,0.23,68200,0.23
"163",0.24,0.24,0.23,0.23,43300,0.23
"164",0.23,0.24,0.23,0.23,47900,0.23
"165",0.25,0.25,0.22,0.25,210000,0.25
"166",0.24,0.26,0.23,0.25,448100,0.25
"167",0.26,0.27,0.25,0.25,205300,0.25
"168",0.23,0.26,0.23,0.25,85800,0.25
"169",0.25,0.26,0.24,0.24,46300,0.24
"170",0.24,0.26,0.24,0.24,88500,0.24
"171",0.25,0.25,0.24,0.24,71800,0.24
"172",0.25,0.25,0.24,0.24,68300,0.24
"173",0.22,0.23,0.22,0.23,127000,0.23
"174",0.23,0.24,0.22,0.23,160100,0.23
"175",0.22,0.23,0.22,0.23,65200,0.23
"176",0.24,0.24,0.22,0.23,92800,0.23
"177",0.22,0.24,0.22,0.23,47600,0.23
"178",0.22,0.23,0.22,0.22,47800,0.22
"179",0.22,0.22,0.19,0.21,335900,0.21
"180",0.2,0.22,0.19,0.22,158300,0.22
"181",0.22,0.22,0.2,0.22,75900,0.22
"182",0.22,0.22,0.21,0.22,88100,0.22
"183",0.23,0.23,0.21,0.21,73700,0.21
"184",0.21,0.22,0.2,0.21,104300,0.21
"185",0.22,0.22,0.19,0.2,220200,0.2
"186",0.19,0.21,0.19,0.2,79300,0.2
"187",0.21,0.21,0.2,0.2,137600,0.2
"188",0.21,0.21,0.2,0.2,57400,0.2
"189",0.21,0.22,0.2,0.21,92300,0.21
"190",0.2,0.21,0.2,0.2,1e+05,0.2
"191",0.21,0.25,0.2,0.23,829600,0.23
"192",0.23,0.24,0.22,0.23,181300,0.23
"193",0.24,0.24,0.22,0.22,47200,0.22
"194",0.24,0.27,0.22,0.24,605000,0.24
"195",0.26,0.32,0.24,0.3,1678700,0.3
"196",0.29,0.3,0.26,0.28,570800,0.28
"197",0.28,0.28,0.24,0.25,289600,0.25
"198",0.27,0.27,0.24,0.25,110200,0.25
"199",0.27,0.27,0.24,0.25,115800,0.25
"200",0.25,0.25,0.24,0.24,54500,0.24
"201",0.26,0.28,0.23,0.27,478700,0.27
"202",0.26,0.84,0.25,0.45,24390000,0.45
"203",0.64,0.7,0.4,0.43,9560500,0.43
"204",0.44,0.45,0.32,0.35,2148400,0.35
"205",0.33,0.45,0.3,0.38,3800500,0.38
"206",0.39,0.43,0.36,0.38,1171000,0.38
"207",0.38,0.38,0.32,0.34,674500,0.34
"208",0.36,0.4,0.3,0.33,1271800,0.33
"209",0.32,0.35,0.31,0.31,630900,0.31
"210",0.31,0.32,0.3,0.31,352400,0.31
"211",0.31,0.38,0.31,0.34,789400,0.34
"212",0.33,0.39,0.32,0.36,1805600,0.36
"213",0.38,0.42,0.35,0.36,1925100,0.36
"214",0.36,0.38,0.34,0.38,1014700,0.38
"215",0.36,0.37,0.33,0.35,497500,0.35
"216",0.36,0.36,0.33,0.35,204800,0.35
"217",0.33,0.35,0.32,0.35,255600,0.35
"218",0.34,0.35,0.32,0.33,287400,0.33
"219",0.32,0.33,0.3,0.3,185000,0.3
"220",0.32,0.48,0.31,0.36,4637600,0.36
"221",0.37,0.37,0.34,0.36,512700,0.36
"222",0.33,0.34,0.3,0.33,1806500,0.33
"223",0.31,0.34,0.3,0.32,438900,0.32
"224",0.32,0.33,0.3,0.33,249900,0.33
"225",0.3,0.32,0.3,0.31,177000,0.31
"226",0.31,0.32,0.3,0.31,124400,0.31
"227",0.32,0.32,0.31,0.31,47200,0.31
"228",0.31,0.32,0.31,0.32,144000,0.32
"229",0.32,0.33,0.31,0.32,132600,0.32
"230",0.31,0.33,0.3,0.32,181500,0.32
"231",0.3,0.32,0.3,0.31,94800,0.31
"232",0.32,0.32,0.3,0.31,262500,0.31
"233",0.32,0.34,0.3,0.31,453800,0.31
"234",0.31,0.31,0.26,0.28,470000,0.28
"235",0.26,0.28,0.24,0.26,709700,0.26
"236",0.26,0.27,0.25,0.25,168800,0.25
"237",0.25,0.26,0.25,0.25,66700,0.25
"238",0.28,0.28,0.25,0.25,107600,0.25
"239",0.25,0.25,0.24,0.25,191500,0.25
"240",0.25,0.28,0.24,0.25,277600,0.25
"241",0.26,0.26,0.24,0.24,78900,0.24
"242",0.25,0.25,0.23,0.23,79700,0.23
"243",0.23,0.24,0.23,0.23,184900,0.23
"244",0.24,0.24,0.22,0.22,154900,0.22
"245",0.21,0.23,0.21,0.21,137300,0.21
"246",0.21,0.24,0.21,0.21,334000,0.21
"247",0.22,0.23,0.2,0.2,165000,0.2
"248",0.2,0.21,0.2,0.21,503800,0.21
"249",0.26,0.26,0.21,0.21,159300,0.21
"250",0.21,0.23,0.21,0.22,172200,0.22
"251",0.23,0.26,0.21,0.26,845900,0.26
"252",0.22,0.25,0.22,0.24,254800,0.24
"253",0.22,0.23,0.21,0.23,223100,0.23
"254",0.22,0.26,0.22,0.24,423700,0.24
"255",0.24,0.3,0.23,0.27,1165500,0.27
"256",0.26,0.28,0.24,0.26,302900,0.26
"257",0.25,0.28,0.25,0.28,182800,0.28
"258",0.25,0.28,0.25,0.27,211000,0.27
"259",0.25,0.3,0.25,0.27,508900,0.27
"260",0.28,0.28,0.26,0.27,121000,0.27
"261",0.27,0.27,0.26,0.27,259200,0.27
"262",0.26,0.32,0.26,0.29,451600,0.29
"263",0.28,0.31,0.27,0.31,356500,0.31
"264",0.31,0.34,0.28,0.3,906000,0.3
"265",0.29,0.3,0.28,0.28,278000,0.28
"266",0.27,0.3,0.27,0.29,128400,0.29
"267",0.29,0.3,0.27,0.28,106600,0.28
"268",0.28,0.29,0.28,0.29,51600,0.29
"269",0.3,0.31,0.28,0.28,126000,0.28
"270",0.27,0.3,0.27,0.28,146100,0.28
"271",0.28,0.3,0.27,0.29,414300,0.29
"272",0.29,0.29,0.28,0.29,199100,0.29
"273",0.29,0.31,0.28,0.31,470200,0.31
"274",0.3,0.31,0.29,0.31,206500,0.31
"275",0.29,0.32,0.29,0.3,124900,0.3
"276",0.3,0.31,0.29,0.3,68600,0.3
"277",0.29,0.3,0.28,0.29,50300,0.29
"278",0.29,0.29,0.28,0.28,98900,0.28
"279",0.28,0.29,0.27,0.27,136000,0.27
"280",0.29,0.29,0.27,0.28,64900,0.28
"281",0.29,0.29,0.27,0.28,91400,0.28
"282",0.26,0.28,0.25,0.28,235700,0.28
"283",0.28,0.28,0.25,0.27,171800,0.27
"284",0.26,0.27,0.25,0.27,71300,0.27
"285",0.26,0.27,0.25,0.27,99700,0.27
"286",0.27,0.27,0.26,0.27,51600,0.27
"287",0.25,0.29,0.25,0.29,883500,0.29
"288",0.29,0.34,0.27,0.3,2163700,0.3
"289",0.29,0.3,0.27,0.29,356400,0.29
"290",0.29,0.3,0.27,0.28,192100,0.28
"291",0.29,0.29,0.27,0.29,126700,0.29
"292",0.3,0.3,0.28,0.29,111400,0.29
"293",0.3,0.31,0.29,0.3,495100,0.3
"294",0.29,0.42,0.29,0.35,10151900,0.35
"295",0.4,0.4,0.33,0.34,2559700,0.34
"296",0.33,0.33,0.31,0.32,839100,0.32
"297",0.3,0.32,0.28,0.3,833500,0.3
"298",0.3,0.31,0.3,0.31,222900,0.31
"299",0.32,0.34,0.32,0.33,448000,0.33
"300",0.33,0.34,0.32,0.32,142300,0.32
"301",0.32,0.34,0.29,0.32,175100,0.32
"302",0.33,0.34,0.31,0.33,234400,0.33
"303",0.32,0.33,0.31,0.31,166700,0.31
"304",0.31,0.33,0.3,0.32,803700,0.32
"305",0.35,0.35,0.32,0.33,311400,0.33
"306",0.35,0.35,0.32,0.33,237800,0.33
"307",0.34,0.34,0.31,0.32,187500,0.32
"308",0.33,0.35,0.31,0.32,135600,0.32
"309",0.33,0.33,0.3,0.31,130800,0.31
"310",0.31,0.34,0.31,0.33,548700,0.33
"311",0.33,0.36,0.33,0.35,1099500,0.35
"312",0.35,0.35,0.32,0.33,302800,0.33
"313",0.35,0.35,0.32,0.35,190800,0.35
"314",0.34,0.34,0.33,0.34,246900,0.34
"315",0.35,0.35,0.33,0.33,331700,0.33
"316",0.33,0.58,0.33,0.51,17182500,0.51
"317",0.47,0.48,0.37,0.41,5831900,0.41
"318",0.37,0.42,0.37,0.39,1378500,0.39
"319",0.4,0.4,0.37,0.38,441300,0.38
"320",0.37,0.43,0.37,0.41,1475400,0.41
"321",0.41,0.42,0.39,0.4,833000,0.4
"322",0.39,0.41,0.37,0.39,463100,0.39
"323",0.38,0.4,0.36,0.38,600700,0.38
"324",0.37,0.4,0.35,0.36,685500,0.36
"325",0.36,0.38,0.35,0.36,329300,0.36
"326",0.36,0.41,0.35,0.35,2117900,0.35
"327",0.37,0.37,0.35,0.35,313700,0.35
"328",0.35,0.37,0.34,0.35,384500,0.35
"329",0.37,0.37,0.35,0.36,456900,0.36
"330",0.36,0.37,0.35,0.35,156900,0.35
