性别,出生年份,文化程度,省,市,县,婚姻状况,个人是否有经管类专业学习经历,家庭总人口,年龄超过65岁的人数,年龄小于16岁的成员人数,家庭其他成员的经管类专业学习经历,投资风险厌恶水平,金融知识题,金融知识1,金融知识题,金融知识2,金融知识题回答情况,参与金融市场,金融市场,买房的费用,风险资产,股票资产占比,金融资产,风险资产占比,房地产,购买基金的花费,基金,购买股票的花费,股票,持有的互联网理财产品金额,互联网理财,金融理财产品的总价值,金融理财,债券总市值,债券,金融衍生品的总市值,金融衍生品,黄金的总市值,黄金,非人民币资产的总市值,非人民币资产,是否工作,工作类型,工作体力负荷程度,日均工作时间,工作场所危害健康的因素,个人年收入,个人年收入的范围,家庭工作人数,家庭年收入的种类,家庭年收入的其他种类,家庭总收入金额,家庭总收入范围,家庭总支出的种类,家庭总支出的其他种类,家庭总支出的金额,家庭总支出的金额范围,债券,期货、期权等金融衍生品,黄金,外币资产,其他，请注明,都没有,机关事业单位退休金/离休金,城镇职工基本养老保险（城职保，一般按月缴纳）,新型农村社会养老保险（新农保，按年缴纳）,城镇居民社会养老保险（城居保，按年缴纳）,城乡统一居民社会养老保险（按年缴纳）,其他，请注明,都没有,养老保险,城镇职工基本医疗保险,城镇居民基本医疗保险,新型农村合作医疗保险,城乡居民基本医疗保险, 公费医疗,以上都没有,医疗保险,商业医疗保险,重大疾病保险,收入保障保险,长期看护保险,商业保险,幼儿园/学前班,小学,中学,大学及以上,教育投资,工资性收入,经营性收入,财产性收入,转移性收入,其他收入,日常消费支出,生产经营支出,投资性支出,教育支出,医疗支出,转移支出,其他支出
1,1945,1,浙江省,杭州市,下城区,1,1,2,2,0,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,96000,,1-3-5-6,,68472,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
1,1939,1,浙江省,杭州市,下城区,5,1,1,1,0,2,5,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,40000,,1-3-5-6-7,打牌打麻将、博彩,54110,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,1
1,1990,6,浙江省,杭州市,下城区,1,1,3,0,1,2,2,3,0,3,1,1,1,1,2400000,1,0,2,0.5,1,,0,,0,10000,1,,0,,0,,0,,0,,0,0,4,1,,6,,,2,1-2-3-4,,1400000,,10-3-4-5-6-7,,102269,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,1,1,1,1
0,1944,3,浙江省,杭州市,下城区,1,0,2,2,0,2,2,3,0,3,1,1,1,1,,0,0,1,0,0,,0,,0,,0,1000000,1,,0,,0,,0,,0,1,,,,,,,0,3,,100000,,1-3-4-6-7,,62099,,0,0,0,0,0,1,1,,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,1,,1,1
0,1962,3,浙江省,杭州市,下城区,1,1,3,0,0,1,2,3,0,3,1,1,1,2,1100000,1,1,3,0.333333333,1,,0,800000,1,,0,300000,1,,0,,0,,0,,0,0,1,1,8,4,92800,,2,1月3日,,200000,,1-3-5-6,,197706,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,1,
0,1964,2,浙江省,杭州市,下城区,4,1,2,1,0,2,2,3,0,3,1,1,1,2,,1,0,2,0.5,0,250000,1,,0,,0,200000,1,,0,,0,,0,,0,1,,,,,,,0,3,,100000,,1-3-5-6,,57535,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,
0,1959,3,浙江省,杭州市,下城区,1,1,2,0,0,2,0,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,50400,,1-3-4-5-6,,88495,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,1,
1,1991,6,浙江省,杭州市,下城区,1,0,4,0,1,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,8,5,135400,,2,2001/3/4,,200000,,1-3-5-6-7,,133304,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,1,,,,1,,,,,0,1,,1,1,,1,,1,,1,1,1
0,1984,3,浙江省,杭州市,下城区,1,0,3,0,1,1,1,3,0,3,1,1,1,1,2580000,1,0,2,0.5,1,,0,,0,4500,1,,0,,0,,0,,0,,0,0,3,1,,6,,,2,1-2-3-4,,250000,,10-3-5-6-7,买婴儿用品,274200,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,,1,1,1
1,1957,2,浙江省,杭州市,下城区,1,1,2,0,0,2,4,2,1,3,1,2,1,1,14500,0,0,2,0,1,,0,,0,,0,100000,1,,0,,0,,0,,0,1,,,,,,,1,3,,92500,,1-3-6-7,丧葬祭祀费,83103,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,,1,1
1,1937,6,浙江省,杭州市,下城区,5,1,1,1,0,1,3,2,1,3,1,2,1,2,,1,0,2,0.5,0,25000,1,,0,,0,2000000,1,,0,,0,,0,,0,1,,,,,,,0,3月4日,,187000,,2001/3/6,,266124,,0,0,0,0,0,1,1,,,,,,,1,,,,,1,,1,,,,,0,,,,,0,,,1,1,,1,,1,,,1,
0,1949,1,浙江省,杭州市,下城区,1,1,2,2,0,2,4,3,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,67500,,1-3-5-6,,79672,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
1,1986,6,浙江省,杭州市,下城区,1,0,5,0,2,2,3,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,100000,1,,0,,0,,0,,0,,0,1,,,,,,,2,3月4日,,300000,,1-3-5-6,,191100,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
1,1951,1,浙江省,杭州市,下城区,1,0,2,2,0,2,4,4,0,4,0,0,1,1,,0,0,1,0,0,,0,,0,,0,500000,1,,0,,0,,0,,0,1,,,,,,,0,3月4日,,140400,,1-3-4-5-6-7,办嫁娶、升学、乔迁、生日等酒席,156184,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,1,1
1,1959,3,浙江省,杭州市,下城区,1,1,4,1,0,1,3,2,1,4,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,3,,100000,,2001/3/5,,61222,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,,
1,1979,6,浙江省,杭州市,下城区,1,1,3,0,1,2,2,2,1,3,1,2,1,2,,1,0,2,0.5,0,,0,,0,2500,1,100000,1,,0,,0,,0,,0,0,1,1,8,6,220300,,1,1月3日,,150000,,1-3-4-5-6,,140400,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,1,
0,1944,3,浙江省,杭州市,下城区,1,0,2,2,0,1,4,2,1,3,1,2,0,0,18000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3,,102000,,1-3-4-5-6,,93940,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,1,1,1,
0,1941,2,浙江省,杭州市,下城区,1,1,2,2,0,2,3,2,1,2,0,1,1,2,,1,1,2,0.5,0,,0,35000,1,,0,420000,1,,0,,0,,0,,0,1,,,,,,,0,3月4日,,103000,,2001/3/5,,19348,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,,
1,1972,2,浙江省,杭州市,下城区,1,1,4,0,1,2,3,3,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,4,1,,6,,,2,1-2-3-4,,250000,,10-3-4-5-6-7,丧葬祭祀费,84926,,0,0,0,0,0,1,,1,,,,,,1,,1,,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,1,1,1,1
0,1982,7,浙江省,杭州市,下城区,1,0,4,0,2,2,1,2,1,3,1,2,1,2,5300000,2,0.5,3,0.666666667,1,,0,182554,1,45000,1,,0,,0,,0,,0,,0,0,3,2,,3,,,2,2001/2/3,,1300000,,10-3-4-5-6,,537476,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,1,1,,,1,,,,,0,1,1,1,,,1,1,1,1,1,1,
0,1992,6,浙江省,杭州市,下城区,0,1,3,0,0,2,1,2,1,3,1,2,1,2,343072,2,0.5,3,0.666666667,1,,0,200000,1,100000,1,,0,,0,,0,,0,,0,1,,,,,,,2,3,,450000,,1-3-5-6-7,买首饰、手表、箱包,409920,,0,0,0,0,0,1,,,,,,,,0,,1,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,1
0,1966,6,浙江省,杭州市,下城区,1,0,3,0,0,1,2,2,1,3,1,2,1,3,1970000,2,0.5,4,0.5,1,,0,45000,1,2000000,1,1000000,1,,0,,0,,0,,0,0,1,1,8,6,361400,,2,2001/3/5,讲课费 会诊费,630000,,1-3-5-6,,788453,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,1,1,,1,,1,1,
0,1961,3,浙江省,杭州市,下城区,1,1,2,0,0,1,1,3,0,3,1,1,1,4,295000,3,0.333333333,5,0.6,1,100000,1,733632,1,1000000,1,317294,1,,0,,0,,0,,0,1,,,,,,,1,3,,147643,,1-3-6-7,,236612,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,,1,1
0,1963,6,浙江省,杭州市,下城区,1,1,2,0,0,2,3,4,0,4,0,0,1,3,2750000,2,0.5,4,0.5,1,,0,85479,1,1000,1,653203,1,,0,,0,,0,,0,0,1,1,8,5,46993,,2,1月3日,,208364,,1-3-5-6-7,买婴儿用品,240506,,0,0,0,0,0,1,1,,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,1,,1,,,1,,1,,1,1,1
0,1956,4,浙江省,杭州市,下城区,1,0,2,0,0,2,4,3,0,3,1,1,0,0,95000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3,,130000,,1-3-5-6,,124610,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,
0,1978,5,浙江省,杭州市,下城区,1,1,4,0,2,1,3,4,0,3,1,1,0,0,1300000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,3,1,,4,200000,,2,2001/2/3,,150000,,10-3-4-5-6,,432802,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,1,
0,1957,2,浙江省,杭州市,下城区,1,1,3,1,0,2,4,3,0,3,1,1,1,1,400000,1,1,2,0.5,1,,0,80000,1,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,150000,,1-3-5-6,,217100,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,,,1,1,,1,,1,,1,1,
0,1984,5,浙江省,杭州市,下城区,1,1,4,1,1,2,0,3,0,3,1,1,1,2,,2,0.5,2,1,0,,0,20000,1,2000,1,,0,,0,,0,,0,,0,0,1,1,7,6,156100,,2,1月3日,,250000,,1-3-4-5,,121170,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,,
1,1984,6,浙江省,杭州市,下城区,1,1,4,0,2,2,2,2,1,3,1,2,1,3,4764397,2,0.5,4,0.5,1,,0,16000,1,50000,1,200000,1,,0,,0,,0,,0,0,1,1,8,6,168560,,2,2001/3/4,,300000,,1-3-4-5-6-7,,469500,,0,0,0,0,0,1,,1,,,,,,1,,1,,,,,1,1,1,,,1,,,,,0,1,,1,1,,1,,1,1,1,1,1
1,1969,2,浙江省,杭州市,下城区,1,1,6,0,2,,2,2,1,3,1,2,1,1,7180000,0,0,2,0,1,,0,,0,,0,5000000,1,,0,,0,,0,,0,1,,,,,,,3,2月3日,,256805,,10-3-5-6-7,打牌打麻将、博彩,1840550,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,,1,1,1
1,1960,2,浙江省,杭州市,下城区,1,1,3,0,0,1,2,3,0,3,1,1,1,1,830000,1,1,2,0.5,1,,0,155500,1,,0,,0,,0,,0,,0,,0,1,,,,,,,2,3,,100000,,1-3-5-6,,236336,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,
0,1986,6,浙江省,杭州市,下城区,1,0,5,0,1,1,3,2,1,3,1,2,1,3,800000,2,0.5,4,0.5,1,,0,20000,1,5000,1,100000,1,,0,,0,,0,,0,0,1,1,9,6,87720,,3,2001/2/3,,200000,,10-3-4-5-7,买婴儿用品,124200,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,,1
1,1975,6,浙江省,杭州市,下城区,1,0,5,1,1,1,2,2,1,3,1,2,1,1,2700000,1,1,2,0.5,1,,0,500000,1,,0,,0,,0,,0,,0,,0,0,1,1,8,6,180800,,2,2001/2/3,,250000,,10-3-4-5,,325400,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,,
1,1981,6,浙江省,杭州市,下城区,1,1,4,0,2,2,3,1,0,3,1,1,1,1,4430000,1,0,2,0.5,1,,0,,0,40000,1,,0,,0,,0,,0,,0,0,1,2,8,3月5日,180300,,2,1月3日,,500000,,1-3-4-5-6-7,,193940,,0,0,0,0,0,1,1,,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,1,,1,,,1,,1,1,1,1,1
0,1986,5,浙江省,杭州市,下城区,1,1,3,0,1,2,1,3,0,3,1,1,1,1,2600000,1,0,2,0.5,1,,0,,0,300000,1,,0,,0,,0,,0,,0,0,1,1,8,3,160000,,2,2001/3/4,,220000,,1-3-4-5-6,,193588,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,1,,1,1,,1,,1,1,1,1,
0,1957,3,浙江省,杭州市,下城区,1,1,2,0,0,2,2,4,0,4,0,0,1,2,250000,1,1,3,0.333333333,1,,0,104156,1,,0,405991,1,,0,,0,,0,,0,1,,,,,,,0,3,,124859,,2001/3/6,,96085,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,,1,
0,1989,6,浙江省,杭州市,下城区,0,1,2,0,0,2,5,2,1,3,1,2,1,2,,2,0.5,2,1,0,,0,40000,1,10000,1,,0,,0,,0,,0,,0,1,,,,,,,2,3,,160000,,1-3-5-6-7,,284550,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,1
1,1974,5,浙江省,杭州市,下城区,1,1,3,0,1,1,5,4,0,4,0,0,1,1,300000,1,0,2,0.5,1,,0,,0,430000,1,,0,,0,,0,,0,,0,0,1,1,9,6,120210,,2,2001/3/4,,350000,,1-3-4-5-6-7,,664411,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,1,,1,1,,1,,1,1,1,1,1
1,1983,5,浙江省,杭州市,下城区,1,0,3,0,1,1,4,3,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,,6,,,1,2001/2/3,,240642,,10-3-4-5-6,,362759,,0,0,0,0,0,1,,,,,,,1,1,,,,,,,0,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,1,
0,1954,3,浙江省,杭州市,下城区,1,1,2,1,0,1,4,4,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3,,90000,,1-3-5-7,,120112,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,,1
1,1968,2,浙江省,杭州市,下城区,1,1,3,0,0,2,3,3,0,3,1,1,1,2,220000,1,1,3,0.333333333,1,,0,250000,1,,0,236727,1,,0,,0,,0,,0,0,,1,,3,,,1,1月3日,,160000,,2001/3/5,,248098,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,
1,1974,0,浙江省,杭州市,下城区,1,1,5,0,1,1,3,2,1,2,0,1,0,0,1200000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,3,3月4日,,200000,,1-3-5-6-7,,373524,,0,0,0,0,0,1,,1,,,,,,1,,1,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,1
1,1963,3,浙江省,杭州市,下城区,1,1,2,0,0,2,3,4,0,3,1,1,1,1,210000,1,0,2,0.5,1,,0,,0,27500,1,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,99400,,1-3-4-5-6,,54600,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,1,
0,1991,5,浙江省,杭州市,下城区,0,0,3,0,0,2,0,2,1,3,1,2,1,2,3000000,1,0,3,0.333333333,1,100000,1,,0,,0,500000,1,,0,,0,,0,,0,0,1,1,8,6,120000,,1,1月3日,,180000,,1-3-5-6-7,办嫁娶、升学、乔迁、生日等酒席,338500,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,1,1,1,,1,,,1,,1,,1,1,1
0,1987,7,浙江省,杭州市,下城区,1,1,3,0,1,2,4,2,1,3,1,2,1,1,2300000,1,1,2,0.5,1,,0,16200,1,,0,,0,,0,,0,,0,,0,0,1,1,8,4,352000,,2,1月3日,,424000,,1-3-5-6-7,买婴儿用品,197000,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,1,,1,,,1,,1,,1,1,1
1,1970,3,浙江省,杭州市,下城区,4,1,2,0,0,1,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,1,8,6,66000,,1,1月3日,,72000,,1-3-5-6,,129527,,0,0,0,0,0,1,,,,1,,,,1,,1,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,1,
0,1962,2,浙江省,杭州市,下城区,1,1,3,0,0,2,2,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,2,8,6,37600,,1,1月3日,,150000,,1-3-4-5-6,,122668,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,1,
1,1981,6,浙江省,杭州市,下城区,1,0,6,0,2,2,1,1,0,3,1,1,1,2,4800000,1,1,3,0.333333333,1,,0,100000,1,,0,500000,1,,0,,0,,0,,0,0,1,1,8,6,52000,,2,2001/3/4,,450000,,1-3-4-5,,761977,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,,
1,1964,1,浙江省,杭州市,下城区,1,1,6,0,2,1,5,4,0,4,0,0,1,1,,0,0,1,0,0,,0,,0,,0,4000000,1,,0,,0,,0,,0,1,,,,,,,2,3,,650000,,1-3-5-6-7,买婴儿用品,177243,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,1
1,1955,1,浙江省,杭州市,下城区,1,0,6,0,2,2,5,,0,,0,0,0,0,89548,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,3,,71976,,1-3-4-5,,103240,,0,0,0,0,0,0,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,,,1,,1,1,1,,
1,1983,6,浙江省,杭州市,下城区,1,1,5,1,1,2,1,3,0,3,1,1,1,1,7200000,1,1,2,0.5,1,,0,450000,1,,0,,0,,0,,0,,0,,0,0,1,1,8,6,68000,,2,2001/2/3,,1000000,,10-3-4-5-6-7,,642504,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,1,1
0,1977,5,浙江省,杭州市,下城区,1,1,3,0,1,2,1,2,1,3,1,2,1,2,300000,2,0.5,3,0.666666667,1,,0,800000,1,30000,1,,0,,0,,0,,0,,0,0,3,1,,1月4日,,,2,1月3日,,150000,,1-3-4-5-7,,475683,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,,1
0,1977,6,浙江省,杭州市,下城区,1,1,3,0,1,2,2,2,1,3,1,2,1,7,200000,6,0,8,0.75,1,300000,1,,0,200000,1,1000000,1,800000,1,500000,1,,0,,0,0,1,1,8,6,132000,,2,2001/3/4,,200000,,1-3-4-5-6-7,买首饰、手表、箱包,272100,,1,1,0,0,0,0,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,1,1
1,1986,3,浙江省,杭州市,下城区,1,1,6,0,2,1,3,2,1,3,1,2,0,0,1070000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,3,2002/3/4,,200000,,10-3-4-5-6-7,买婴儿用品,123800,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,1,1,1,1
0,1947,1,浙江省,杭州市,下城区,1,1,5,2,1,2,5,4,0,4,0,0,0,0,197219,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2002/3/4,,212438,,10-3-4-5-6,,237860,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,1,1,1,
0,1982,6,浙江省,杭州市,下城区,1,1,6,0,2,2,3,2,1,3,1,2,1,1,2250000,1,1,2,0.5,1,,0,20000,1,,0,,0,,0,,0,,0,,0,0,1,1,8,6,128500,,3,2001/3/4,,200000,,1-3-4-5-6,,135400,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,1,
0,1960,3,浙江省,杭州市,下城区,1,1,2,0,0,1,4,2,1,3,1,2,1,2,315000,2,0.5,3,0.666666667,1,,0,4000,1,750000,1,,0,,0,,0,,0,,0,1,,,,,,,0,3,,108000,,1-3-5-6,,63697,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,
0,1975,6,浙江省,杭州市,下城区,1,1,3,0,1,2,3,2,1,3,1,2,1,1,1350000,1,1,2,0.5,1,,0,20000,1,,0,,0,,0,,0,,0,,0,0,1,1,9,6,187200,,2,2001/3/4,,200000,,1-3-4-5-6,,291808,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,1,1,,,1,,,,,0,1,,1,1,,1,,1,1,1,1,
0,1973,6,浙江省,杭州市,下城区,1,1,3,0,1,1,3,2,1,3,1,2,1,5,720000,4,0.25,6,0.666666667,1,,0,10000,1,3300,1,600000,1,,0,,0,10000,1,,0,0,1,1,8,2001/4/5,275000,,2,2001/3/4,,345000,,1-3-4-5-7,,460235,,0,0,1,0,0,0,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,,0,1,,1,1,,1,,1,1,1,,1
0,1953,4,浙江省,杭州市,下城区,1,1,2,2,0,2,3,2,1,3,1,2,1,3,1550000,2,0.5,4,0.5,1,,0,400000,1,3000,1,500000,1,,0,,0,,0,,0,1,,,,,,,0,3月4日,,125000,,1-3-5-6,,136810,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
1,1957,2,浙江省,杭州市,下城区,1,1,2,1,0,2,4,4,0,4,0,0,0,0,215000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,90000,,1-3-5-6,,56300,,0,0,0,0,0,1,,,,1,,,,1,,1,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
0,1972,6,浙江省,杭州市,下城区,1,1,3,0,0,2,2,2,1,3,1,2,1,4,1500000,3,0.333333333,5,0.6,1,8000,1,200000,1,500000,1,500000,1,,0,,0,,0,,0,0,1,1,8,1,105851,,2,1-3-4-5,稿酬收入,145000,,1-3-4-5-6-7,,65823,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,1,1,,1,1,1,1,1
1,1944,2,浙江省,杭州市,下城区,5,1,1,1,0,2,3,2,1,3,1,2,1,2,268065,1,1,3,0.333333333,1,,0,45000,1,,0,157867,1,,0,,0,,0,,0,1,,,,,,,0,3,,49200,,1-3-5-7,买首饰、手表、箱包,21534,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,,1
1,1973,1,浙江省,杭州市,下城区,1,1,3,0,1,2,2,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,2,8,6,32700,,2,2001/3/4,,30785,,1-3-4-5-6,,127447,,0,0,0,0,0,1,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,1,
1,1976,7,浙江省,杭州市,下城区,4,1,4,2,1,2,2,2,1,3,1,2,1,1,350000,1,0,2,0.5,1,,0,,0,4000,1,,0,,0,,0,,0,,0,0,1,2,11,4,96656,,1,2001/3/4,,200000,,1-3-4-5-6,,492898,,0,0,0,0,0,1,1,,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,1,
0,1996,7,浙江省,杭州市,下城区,0,0,3,0,0,2,3,2,1,3,1,2,1,3,400000,2,0,4,0.5,1,50000,1,,0,60000,1,50000,1,,0,,0,,0,,0,1,,,,,,,2,3月4日,,350000,,1-3-5-6-7,打牌打麻将、博彩,407852,,0,0,0,0,0,1,,,,,,,,0,,,,,,,0,,,,,0,,,,1,1,,,1,1,,1,,1,,1,1,1
0,1979,5,浙江省,杭州市,下城区,1,1,3,0,1,2,2,1,0,3,1,1,1,3,260000,2,0.5,4,0.5,1,,0,50000,1,15000,1,100000,1,,0,,0,,0,,0,0,1,1,8,6,69400,,2,2001/3/4,,200000,,1-3-4-5-6-7,买首饰、手表、箱包,240000,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,1,1
1,1994,6,浙江省,杭州市,下城区,0,0,1,0,0,2,3,2,1,3,1,2,1,1,,1,0,1,1,0,,0,,0,200000,1,,0,,0,,0,,0,,0,0,1,1,8,3,91102,,1,1月3日,,50000,,2001/3/5,,66699,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,
