"","aic","rmse","mabso"
"1",-3704.96178178027,0.0217123480367042,0.0153788057440117
"2",-3701.23965259997,0.0217147904248752,0.0153840091300025
"3",-3695.91030906214,0.0216543814980821,0.0153463549044312
"4",-3709.01836260556,0.0217655676555135,0.0153861544907524
