"","oil_aic","oil_rmse","oil_mabso"
"1",-3884.95485134498,0.019257318590103,0.0128510377974106
"2",-3879.73852432886,0.019324296771651,0.0129079110348561
"3",-3878.22440741032,0.0189951642740361,0.012741192489589
"4",-3890.15019835645,0.0193803555248669,0.0128834656089104
